gene_id,length,symbol
229542,3060,GATAD2B
229543,5787,INTS3
229550,491,S100A7L2
98488,3005,GTF3C3
229562,231,SPRR4
98496,5889,PID1
229571,3795,TDPOZ8
229574,7581,FLG2
229584,9088,POGZ
229588,1470,GM128
229589,3140,PRUNE1
229593,4425,GOLPH3L
229595,4072,ADAMTSL4
229599,2420,CIART
229600,814,BC028528
229603,8370,OTUD7B
229613,2828,6330549D23RIK
229615,3408,PIAS3
98558,1546,MAEL
229644,5976,TRIM45
98582,2247,KHDC1B
229658,4666,VANGL1
229663,8578,CSDE1
229665,3387,AMPD1
229672,2093,BCL2L15
229675,9223,RSBN1
229681,1980,ST7L
229688,1668,CHIL6
229694,5544,AI504432
229697,1234,CYM
229699,4038,SLC16A4
229700,3270,RBM15
229706,10741,SLC6A17
229707,4490,STRIP1
229709,4222,AHCYL1
229714,6394,GPR61
229715,9683,AMIGO1
622935,534,KRTAP20-2
229722,3326,ELAPOR1
229725,3997,CLCC1
229731,3383,SLC25A24
98660,6653,ATP1A2
98682,6825,MFSD6
98685,8543,TRMT1L
229759,4117,OLFM3
622976,2801,GM6377
229776,7156,CDC14A
229780,4537,TRMT13
98710,1959,RABIF
98711,2295,RDH10
229782,4195,SLC35A3
229791,7392,PLPPR4
229801,2224,TRAM1L1
98732,7952,RAB3GAP2
98733,8811,OBSL1
98736,5448,1700034H15RIK
98741,5309,KCNB2
98752,2032,FCRLA
623046,3566,FSCB
98758,3253,HNRNPF
98766,3884,UBAC1
229841,7813,CENPE
229862,957,GM4861
229877,7664,RAP1GDS1
229898,4063,GBP5
98828,2123,CDC123
229900,5748,GBP7
229905,2349,KYAT3
229906,1277,GTF2B
623121,2680,IFI213
623131,1293,PRR19
98845,3065,EPS8L2
229927,3306,CLCA3B
229933,4569,CLCA2
229937,3022,ZNHIT6
98870,2493,AI182371
229949,3103,AK5
98878,3387,EHD4
623166,1059,PRR23A1
623169,1356,GM6402
623186,762,PRR23A2
98910,4953,USP6NL
98932,1083,MYL9
623230,1370,TMEM200B
98952,4512,FAM102A
230025,4031,PRDM13
230027,2613,COQ3
98956,5397,NAT10
98970,4751,FIBCD1
98985,1830,CLP1
623279,4891,DOK6
623281,1312,GM11756
98999,8212,ZNFX1
230073,7061,RIGI
230075,534,NDUFB6
99003,8971,QSER1
99010,1986,LPCAT4
99011,3596,POMT1
230082,4483,NOL6
230085,7376,PHF24
230088,4750,ATOSB
230098,1622,ARHGEF39
230099,1959,CAR9
230101,4414,GBA2
99031,9089,OSBPL6
230103,4015,NPR2
99035,1726,OLAH
99045,962,MRPS26
230119,6360,ZBTB5
230125,5418,SLC25A51
230126,4440,SHB
230145,2243,GALNT12
230157,2660,TMEFF1
230161,5048,ACNAT1
230162,2993,ZFP189
230163,1953,ALDOB
99100,9676,CEP152
99138,4779,STARD7
99151,2715,CERCAM
99152,4044,ANAPC2
230233,6718,ELP1
230234,4439,ABITRAM
230235,3854,FRRS1L
99167,4138,SSX2IP
99169,2982,AU015228
230249,10308,ECPAS
230257,6962,PTBP3
623474,7233,RAD54B
230259,5039,E130308A19RIK
230279,4164,TMEM268
623503,261,PRLH
99237,5184,TM9SF4
230316,3062,MEGF9
623534,792,NME9
99296,2432,HRH3
230376,3772,HAUS6
230379,6995,ACER2
99311,7939,COMMD7
230393,10075,FOCAD
230396,819,IFNA13
99326,6632,GARNL3
230398,570,IFNA16
230405,664,IFNE
99334,7980,ZSCAN29
99349,1198,DNAJC24
99371,8776,ARFGEF2
623661,1555,LIPT1
99375,4310,CUL4A
99377,8137,SALL4
99382,4558,ABTB2
230459,4374,CYP2J13
99412,4813,GOLGA2
230484,3806,USP1
230500,1816,EFCAB7
99439,5267,DUOX1
230514,1945,LEPROT
623734,2553,VMN2R85
99470,6825,MAGI3
99480,2403,DNTTIP2
230558,3635,C8A
623781,3067,GM14137
230576,2535,TTC22
230577,5240,PARS2
230579,1897,FAM151A
230582,6100,CYB5RL
99512,4851,WDR47
230584,4719,YIPF1
230587,6515,GLIS1
230590,2289,ZYG11A
230594,8148,TUT4
230596,2997,PRPF38A
230597,2170,ZFYVE9
230598,6674,NRD1
99526,5968,USP53
230603,3808,TTC39A
230612,4580,SLC5A9
230613,2110,SKINT10
99543,2753,OLFML3
230622,3824,SKINT6
230623,1393,SKINT11
623849,1072,GM6455
230639,1530,CYP4A29
99571,2091,FGG
230648,7689,EFCAB14
230649,2136,ATPAF1
230654,4166,LRRC41
230657,2409,TMEM69
99586,7653,DPYD
230661,4312,TESK2
230673,3690,IPO13
230674,5296,KDM4A
230676,11237,SZT2
230678,1862,TMEM125
623898,821,GM6460
230696,1867,AU022252
230700,6739,FOXJ3
99633,8799,ADGRL2
230709,3430,ZMPSTE24
230718,1103,NT5C1A
230721,3599,PABPC4
99650,3319,4933434E20RIK
230726,3564,RHBDL2
99662,2270,EPS8L3
99663,3149,CLCA4A
230734,1554,YRDC
230737,2350,GNL2
230738,3788,ZC3H12A
230735,1236,EPHA10
230751,2273,OSCP1
230752,1882,EVA1B
99681,5823,TCHH
230753,7042,THRAP3
99683,4702,SEC24B
230757,5546,5730409E04RIK
230761,2882,ZFP362
230766,944,FAM167B
230767,2142,IQCC
99696,6722,ANKRD50
230770,1893,TMEM39B
230775,5385,ADGRB2
230777,2332,HCRTR1
230779,1876,SERINC2
99709,2997,CLCA4B
99712,2858,CEPT1
230784,7079,SESN2
230787,2542,THEMIS2
230789,3046,FAM76A
230793,6931,AHDC1
230796,4745,WDTC1
230801,3217,PIGV
99730,1289,TAF13
230806,6971,CRYBG2
230809,5700,PDIK1L
230810,1978,SLC30A2
99738,5649,KCNC4
230815,5940,MAN1C1
230822,2234,NCMAP
230824,2779,GRHL3
230828,1746,IL22RA1
230837,5795,ASAP3
230848,11482,ZBTB40
230857,8039,ECE1
230861,10048,EIF4G3
230863,3218,SH2D5
230866,10207,EMC1
230868,2000,IGSF21
230872,7685,CROCC
230883,3153,AADACL3
230890,1224,AADACL4FM4
230895,17831,VPS13D
230899,829,NPPA
230903,3062,FBXO44
230904,1234,FBXO2
230908,23464,TARDBP
230909,1385,GM572
230917,11105,TMEM201
230935,5869,DNAJC11
230936,3128,PHF13
99887,7309,TLCD4
230959,3067,AJAP1
99889,3687,ARFIP1
99890,5511,PRMT6
230967,3277,CEP104
99899,2908,IFI44
230971,6939,MEGF6
230972,3022,ARHGEF16
230979,1132,TNFRSF14
230991,2012,FNDC10
230996,2759,9430015G10RIK
99929,4154,TIPARP
231002,7451,PLEKHN1
624219,865,ANGPTL8
231003,3014,KLHL17
624224,944,CLRN2
231014,6778,ELAPOR2
624245,1906,SPEER4E
231042,2909,NUPL2
231044,1452,GBX1
231045,3523,IQCA1L
231050,2914,GALNT11
231051,20527,KMT2C
99982,3075,KDM1A
231070,2648,INSIG1
100012,1854,OOG3
231086,2107,HADHB
100017,2820,LDLRAP1
100019,22899,MDN1
231093,7697,AGBL5
231098,1563,DNAJC5G
231103,2014,GCKR
231123,5100,HAUS3
231125,4856,ZFYVE28
624341,1642,OR7D12-PS1
231128,7011,FAM193A
231130,2029,TNIP2
100061,2841,LRRC19
231134,5104,DOK7
100066,1935,CYP2J11
100072,14329,CAMTA1
231147,4810,SH3TC1
231148,3897,ABLIM2
624367,1599,GM6498
231151,3791,TADA2B
100087,1556,KTI12
100088,4660,RCC1
100090,2226,ZBTB48
231162,1101,CYTL1
100102,3512,PCSK9
100121,3690,TDRD7
100129,3777,GPR153
231201,2859,SEMP2L2A
231207,7460,CPEB2
231214,6921,CC2D2A
231225,6949,TAPT1
100163,3437,PAFAH2
100165,864,AI507597
231238,7344,SEL1L3
100169,4570,PHACTR4
100177,9307,ZMYM6
231252,2003,CHRNA9
231253,6020,9130230L23RIK
100182,6648,AKNA
100198,4889,H6PD
100201,4681,TMEM64
100206,1368,ADPRS
231279,6129,GUF1
100210,1356,GPN2
100213,6263,RUSC2
231287,8177,ATP10D
231290,2085,SLC10A4
231293,2713,CWH43
231296,3093,LRRC66
624512,2586,VMN2R33
100226,2903,STX12
231326,5144,AASDH
231327,4164,PPAT
231329,3812,POLR2B
231332,554,PEA15B-PS
100273,3523,OSBPL9
231380,9251,UBA6
231382,2165,TMPRSS11D
231386,4673,YTHDC1
100317,5379,AU040320
231396,1954,UGT2B36
100336,2041,PPP1R8
100340,1925,SMPDL3B
231413,2835,GRSF1
100342,2288,TENT5B
231430,1557,COX18
231440,2085,PARM1
231452,5339,SDAD1
100382,5074,AW011738
100383,2659,BSDC1
231464,4448,CNOT6L
624681,1620,BTNL6
231470,16046,FRAS1
231474,7679,PAQR3
624710,1533,GM6524
624713,556,GM6525
231503,5794,TMEM150C
231506,6547,LIN54
100434,5649,SLC44A1
231507,696,PLAC8
231510,3548,GPAT3
231532,8483,ARHGAP24
100465,2882,MOB3C
100470,1958,LAO1
100473,3655,BB031773
231549,4199,LRRC8D
624765,2592,VMN2R80
100494,3321,ZFAND2A
231571,3527,RPAP2
231580,6560,GAK
231583,3553,SLC26A1
100515,6882,ZFP518B
231589,2496,VMN2R13
231591,2547,VMN2R14
231600,3886,CHFR
231602,3141,P2RX2
100532,3334,RELL1
231605,3130,GALNT9
100535,1734,OAS1D
100554,1275,AA792892
624845,2598,VMN2R82
231630,3161,FICD
100559,1893,UGT2B38
100561,2905,SLC15A4
231633,2078,TMEM119
231637,3272,SSH1
624855,2397,CKS1BRT
231642,1201,ALKBH2
624860,1356,GM12253
231646,5146,MYO1H
624866,4489,LEKR1
231655,4007,OASL1
231659,12054,GCN1
493809,1032,TAAR3
231668,5416,VSIG10
231670,5568,FBXO21
231672,5631,FBXW8
100604,2829,LRRC8C
100608,2039,NOC4L
100609,2242,NSUN5
231691,1164,SDS
231699,1990,OAS1E
100637,3440,N4BP2L1
231712,2811,TRAFD1
231713,6157,NAA25
231717,2335,PHETA1
100647,2036,UPK3B
231724,4589,RAD9B
231727,1423,B3GNT4
100678,1537,PSPH
100683,12829,TRRAP
231760,8963,RIMBP2
100689,2237,SPON2
231769,6865,SFSWAP
100702,4316,GBP6
100705,8793,ACACB
100710,8395,PDS5B
100715,1940,TENT2
231798,2264,LRCH4
100727,6242,UGT2B34
231801,3808,AGFG2
625018,6756,C4A
231803,3166,MEPCE
100732,2814,MAPRE3
231805,3509,PILRA
231807,3513,TRAPPC14
100737,4228,DCUN1D4
625029,2595,VMN2R83
231821,2528,ADAP1
100756,2790,USP30
231830,3904,MICALL2
231832,2318,TMEM184A
231834,3032,SNX8
100763,9432,UBE3C
100764,1666,RITA1
625054,2040,GM6548
231841,6788,BRAT1
231842,5752,AMZ1
625068,2550,VMN2R84
231855,4440,AP5Z1
231858,5296,RADIL
231861,9068,TNRC18
231863,9288,FBXL18
231866,4564,ZFP12
231868,2343,INTS15
231871,5638,DAGLB
231872,1324,AIMP2
231874,1769,CCZ1
231876,8114,LMTK2
625098,7232,SLC38A6
231885,1129,GM4871
231887,2203,PDAP1
231889,882,BUD31
625109,2547,VMN2R86
231903,766,URAD
231912,6157,KATNAL1
231915,9292,USPL1
625131,2547,VMN2R87
100855,8429,TBC1D14
231931,4536,GIMAP6
231932,1269,GIMAP7
231946,2095,FAM221A
100900,804,HSCB
494124,549,CALM5
100910,5979,CHPF2
231986,3098,JAZF1
231991,5922,CREB5
231997,3195,FKBP14
231999,6988,PLEKHA8
100929,6679,TYW1
232016,3284,ITPRID1
232023,7111,VOPP1
100952,6234,EMILIN1
625249,1494,GPX4
232035,7726,CCSER1
100972,1748,RAB28
100978,7036,NFXL1
100986,15589,AKAP9
625286,3658,TMEM236
232077,1206,FOXI3
232078,1850,THNSL2
232086,1510,TMEM150A
232087,5120,MAT2A
232089,3552,ELMOD3
101023,2969,ZFP513
625321,1890,TRIM30E-PS1
625342,1981,GM13315
625347,10063,GM6578
625353,5172,VMN2R35
625360,1659,BC147527
232146,1768,EVA1A
232156,5284,SLC4A5
232157,1562,MOB1A
232164,3324,PAIP2B
101095,7431,ZFP282
101100,5435,TTLL3
232174,5712,CYP26B1
101113,3833,SNX21
232187,2493,SMYD5
101118,4548,TMEM168
101122,1736,RPUSD3
232196,3520,C87436
232201,3494,ARHGAP25
625424,2233,CCDC121RT3
232210,1797,HMCES
101142,6066,ITFG2
232217,2621,4933427D06RIK
101148,8031,BMT2
232223,2836,TXNRD3
232227,9789,IQSEC1
232232,2494,HDAC11
232236,5498,CCDC174
232237,8530,FGD5
625464,2313,CCDC121RT2
101185,5736,POT1A
101187,5107,PARP11
625480,507,GM6592
101197,3009,ZFP956
101202,2236,HEPACAM2
101206,2915,TADA3
232286,6781,TMF1
101214,6928,TRA2A
232288,8066,FRMD4B
494448,8233,CBX6
101240,2637,WDR91
232313,1826,GXYLT2
232314,3641,PPP4R2
494468,5146,ARMCX5
232333,8124,SLC6A1
232334,6785,VGLL4
232337,2329,ZFP637
232339,5818,ANKRD26
232341,14943,WNK1
232345,4671,A2M
232358,2565,VMN2R19
494504,3724,APCDD1
625580,2568,VMN2R48
232367,2574,VMN2R27
232370,4268,CLSTN3
232371,3010,C1RL
494519,520,SCGB2B20
625599,894,GML
101314,1095,BRK1
625603,562,GM6607
625605,2559,VMN2R49
101320,2432,DYRK4
232400,4844,A2ML1
494546,1109,TAAR8C
232408,1784,KLRB1F
232409,2268,CLEC2E
232413,2222,CLEC12A
232414,1234,CLEC9A
232415,682,KLRH1
625638,2367,FAM43B
101351,3205,EOGT
232426,647,5530400C23RIK
101358,4219,FBXL14
101359,3413,PRRT4
232430,2536,CREBL2
232431,2071,GPRC5A
232440,1827,H2AJ
232441,2548,RERG
232449,4331,DERA
101401,10476,ADAMTS9
232491,2155,PYROXD1
232493,2657,GYS2
625716,1953,GM6614
101434,1391,CEACAM15
101437,3270,DHX32
232533,4617,STK38L
232536,1067,MRPS35
232539,6571,KLHL42
101471,7377,PHRF1
101476,7669,PLEKHA1
232560,4469,CAPRIN2
101489,2967,RIC8A
101490,7889,INPP5F
101488,4800,SLCO2B1
232566,1474,AMN1
625785,2588,GM6623
101497,8010,PLEKHG2
101502,2660,HSD3B7
101513,6390,MOB2
232585,3979,VWDE
101533,1475,KLK9
625823,921,VMN1R1
101540,4572,PRKD2
101543,1957,WTIP
101544,2741,ZFP575
100502698,6653,RUBCN
625850,1643,GM11166
101565,9809,CCP110
625853,577,OR8K31-PS1
101568,1826,VRK3
100502723,1072,TSGA8
232664,3602,CCDC136
101592,7353,EFL1
232670,2084,TSPAN33
101602,1918,AI467606
101604,2495,E430018J23RIK
232679,1847,ZC3HC1
232680,1325,CPA2
101612,1974,GRWD1
101613,3916,NLRP6
101631,4031,PWWP2B
232714,8397,MGAM
232717,987,PRSS58
232748,4257,TCAF2
101685,5226,SPTY2D1
100502841,10150,EPG5
101700,2389,TRIM68
101706,8974,NUMA1
625995,550,GM6642
232784,4631,ZFP212
232785,6965,ZFP783
232790,1938,OSCAR
232791,7192,CNOT3
626009,1352,GM6644
100502876,720,KCNMB3
232798,5611,LENG8
232801,2109,LILRA5
232807,3703,PPP1R12C
232811,2942,KMT5C
101739,4260,PSIP1
232813,6007,SHISA7
101744,1923,ACP7
232816,3524,ZFP628
232821,3541,CCDC106
232827,3404,NLRP2
232836,650,GALP
626055,3417,GM15645
626058,3042,E330020D12RIK
101772,4569,ANO1
232853,2037,ZFP954
232854,2700,ZFP418
232855,2772,ZFP772
100502936,1811,E330021D16RIK
100502942,907,GM4814
232875,3939,ZSCAN18
232878,2802,ZSCAN22
232879,2335,ZBTB45
101809,4465,SPRED3
232889,3485,PLA2G4C
101831,1788,FAAP24
232906,8393,ARHGAP35
101835,4633,AW146154
232910,798,AP2S1
232919,1922,PSG-PS1
232925,575,IGFL3
232933,2206,CCDC61
101861,4282,INTS4
232934,2814,MYPOP
101867,3177,RRP8
232941,1631,PPM1N
101869,3372,UNC45A
232943,1831,KLC3
232944,2534,MARK4
232946,1834,BLOC1S3
232947,3307,PPP1R37
101883,3515,IGFLR1
626175,653,GM6654
232959,915,VMN1R178
232962,970,VMN1R180
100503044,2940,A730020M07RIK
232966,3862,ZFP114
232969,1793,ZFP428
232970,2548,PHLDB3
232972,1172,LYPD10
232973,1095,LYPD4
232975,6483,ATP1A3
232976,4377,ZFP574
232983,760,CXCL17
232984,7381,B3GNT8
232987,1312,B9D2
232989,3342,HNRNPUL1
233001,3560,NLRP9A
233005,2226,CYP2A22
233011,3327,ITPKC
101943,5560,SF3B3
233016,865,BLVRB
233020,4008,HIPK4
233033,4391,SAMD4B
101966,1109,D8ERTD738E
233038,1530,NCCRP1
233040,2564,FBXO27
233046,7420,RASGRP4
233056,4600,ZFP790
101985,1764,USB1
233058,3334,ZFP420
626275,2364,A930012L18RIK
233060,2193,ZFP382
233057,5440,ZFP940
233064,5221,WDR62
233065,945,ALKBH6
101994,4148,CHAMP1
233067,2861,LRFN3
233066,1354,SYNE4
233071,4479,ARHGAP33
233073,1942,U2AF1L4
233079,4679,FFAR2
233080,1625,FFAR3
233081,903,FFAR1
626299,891,VMN1R194
233090,503,SCGB2B24
102022,1964,CES2A
233099,567,SCGB2B27
626316,2833,ZFP987
233103,7984,GARRE1
102032,1459,SMIM19
233107,2740,KCTD15
233115,7671,DPY19L3
102058,7407,EXOC8
102060,1734,GADD45GIP1
626359,2285,WDR93
102075,6703,PLEKHG4
233164,2852,GM4884
102093,6180,PHKB
233168,4354,AI987944
102098,11121,ARHGEF18
102103,9665,MTUS1
626391,4699,ZFP951
626397,924,VMN1R12
233186,3243,SIGLECF
102115,2435,DOHH
233187,866,LIM2
233189,2459,CTU1
102122,1799,PSME3IP1
102124,1871,ENKD1
233199,3624,MYBPC2
626415,2589,POTEFAM3E
233204,2716,TBC1D17
233208,6637,SCAF1
233210,7529,PRR12
102141,3588,SNX25
233221,1088,MRGPRA1
233222,1295,MRGPRA3
233230,966,MRGPRB4
233231,4185,MRGPRB1
100503311,1127,PIFO
102162,3035,TAF5L
233246,7882,ANO5
102182,6021,PRMT9
102193,2854,ZDHHC7
233271,5966,LUZP2
233274,3201,SIGLECH
233276,6371,TUBGCP5
233280,1885,NIPA1
102209,1635,SNAPC2
233315,7838,MTMR10
626534,1343,GM6682
102247,4785,GPAT4
233328,9545,LRRK1
233332,6353,ADAMTS17
233335,15331,SYNM
102278,4244,CPNE7
626578,5258,GBP10
102294,2930,CYP4V3
626596,4008,RGS22
102323,4808,DCUN1D2
626615,1132,APOL11A
233405,3131,VPS33B
102334,5184,ANKRD10
233406,8365,PRC1
233410,7292,ZFP592
102339,2967,COG4
233424,7038,TMC3
233437,2556,VMN2R66
102371,2283,MYZAP
233445,2568,VMN2R71
626682,285,DEFA28
102414,3611,CLK3
233489,7375,PICALM
233490,5669,CREBZF
626708,387,DEFA26
102423,2463,HINFP
102436,7135,LARS2
102442,18602,DENND4A
102448,4161,XYLB
100503605,639,HBB-BS
233529,2796,KCTD14
233532,14224,RSF1
102462,899,IMP3
233537,3050,GDPD4
233545,6215,EMSY
233549,1772,MOGAT2
233552,3832,GDPD5
233571,2548,P2RY6
102502,3697,PLS1
233575,2843,PGAP2
233578,981,OR52M2
100503659,3498,CBARP
100503670,2019,RPL5
626828,912,VMN1R31
626832,7590,GM6710
102545,3341,CMTM7
626834,1033,KLK13
100503704,2551,GM16861
626848,4266,ZFP971
102566,3975,ANO10
102570,2004,SLC22A13
233649,2868,CNGA4
233651,10953,DCHS1
102580,2664,ALG9
626870,2400,GM11992
102595,3426,PLEKHO2
233670,951,OR6B9
100503759,3604,GM5084
102607,5541,SNX19
102614,1346,RPP25
102626,4537,MAPKAPK3
102632,3348,ACAD11
626922,1676,PRAMEL28
102644,2388,OAF
233724,5199,TMEM41B
233726,4940,IPO7
626943,1753,PRAMEL14
626942,2592,VMN2R90
102657,3296,CD276
233733,2690,GALNT18
233744,8331,SPON1
233752,2558,INSC
102680,1894,SLC6A20A
102693,6185,PHLDB1
233765,10874,PLEKHA7
626995,1745,PRAMEL30
233781,4432,XYLT1
233789,20973,SMG1
627009,1434,PRAMEL15
233799,6838,ACSM2
233801,2153,ACSM4
233802,3733,THUMPD1
233805,5825,DCUN1D3
233806,1411,TMEM159
233810,7940,ABCA16
233812,6744,MOSMO
233813,5593,VWA3A
102747,5557,LRRC49
233824,2884,COG7
233826,7114,PALB2
233833,9672,TNRC6A
627049,4282,ZFP800
233836,2424,SLC5A11
102774,2542,BBS4
233863,12945,GTF3C1
102791,1629,TCTA
233865,7360,KATNIP
627081,1134,XLR5B
627085,1221,AADACL4FM2
233870,2417,TUFM
233871,5409,ATXN2L
233875,3306,INO80E
233876,2511,HIRIP3
233877,1654,KCTD13
233878,3388,SEZ6L2
233879,1776,ASPHD1
233887,5431,ZFP553
233890,2247,ZFP768
233893,2873,ZFP764
627110,704,TUBB2A-PS2
233895,2528,PRR14
627111,2583,VMN2R92
233899,2536,CCDC189
233900,4154,RNF40
233902,3747,FBXL19
233904,5931,SETD1A
233905,6932,ZFP646
233908,7282,FUS
233912,3834,ARMC5
233913,2679,RUSF1
627132,2574,VMN2R93
233918,1161,4933402N03RIK
233919,2799,GPR26
102857,6294,SLC6A8
102866,3421,PLS3
102871,3900,RADX
627191,2601,SYNDIG1L
233977,5400,PPFIA1
233979,5096,TPCN2
233987,2361,ZFP958
102920,4213,CENPI
627214,4820,INSYN2A
102941,2625,B630019K06RIK
234023,1771,ARGLU1
102954,1750,NUDT10
723856,85,MIR376C
627264,1960,BTBD35F28
102991,4043,EZHIP
627280,4683,VMN1R90
234069,2408,PCID2
234072,1365,ADPRHL1
234076,6289,TMCO3
103012,8701,FIRRE
234086,1579,ERICH1
627302,1814,GM14092
234094,5837,ARHGEF10
234129,2812,TPTE
234130,1314,DKK4
723877,107,MIR489
234135,17922,NSD3
234138,5353,TTI2
723878,85,MIR494
723879,71,MIR503
723880,67,MIR540
627367,2586,VMN2R97
103080,2654,SEPTIN10
234155,1839,MBOAT4
100504239,3468,GM10591
723882,121,MIR546
723883,111,MIR7B
723884,97,MIR7-2
103098,3607,SLC6A15
723885,88,MIR93
723886,106,MIR96
234199,1120,FGL1
234203,5107,ZFP353-PS
103135,8385,PAN2
103136,2805,PWP1
103140,1873,GSTT3
103142,3186,RDH9
234214,9952,SORBS2
234219,2522,HELT
103149,1435,UPB1
103161,1930,APOF
103172,1138,CHCHD10
103175,2382,D630029K05RIK
627470,603,GM6760
234258,4867,NEIL3
723902,108,MIR7-1
627479,2547,VMN2R8
627480,1028,GM6762
234267,3337,GPM6A
103199,3263,FIG4
103213,2867,TRAF3IP2
234290,1605,BC030500
103220,5767,TTC41
103236,2730,CSNK1G2
234309,2846,CBR4
234311,6211,DDX60
627537,2553,VMN2R100
234329,3633,TRIM60
103266,4656,TMEM263
103268,3842,CEP57L1
723918,78,MIR547
234344,2990,NAF1
723919,85,MIR452
234353,15120,PSD3
627569,2496,VMN2R12
234356,4241,CSGALNACT1
103284,2089,ZC3H10
234358,2996,ZFP930
627576,2574,VMN2R101
723922,73,MIR466
234362,2561,ZFP868
234366,5824,GATAD2A
627585,1195,GM13034
234371,3157,TMEM161A
234373,16603,SUGP2
234374,2888,DDX49
234378,5726,KLHL26
234384,1116,MPV17L2
234388,911,CCDC124
627607,1949,LRRC74A
234395,4414,USHBP1
234396,4570,ANKLE1
234404,2778,NXNL1
234407,4745,COLGALT1
627626,7445,PTCHD4
234413,2999,ZFP961
627636,2571,VMN2R103
234421,646,CIB3
100504518,5547,3425401B19RIK
234463,2680,TMEM184C
103406,5976,ZFR2
723947,108,MIR98
723948,74,MIR302B
103425,2879,NCLN
234515,7580,INPP4B
627743,2583,VMN2R105
103466,6086,NT5DC3
103468,3721,NUP107
234542,3863,RTBDN
234549,3751,HEATR3
234564,1915,CES1F
627782,1454,GM6787
627788,690,GM6788
103505,1320,BB019430
234577,3024,CPNE2
234582,2304,CCDC102A
100504663,3451,ATG14
103511,1786,CALHM5
627805,2568,VMN2R108
234593,3405,NDRG4
234594,13355,CNOT1
234595,3305,SLC38A7
627814,2577,VMN2R109
627821,908,EPP13
103534,2429,MGAT4B
103537,8145,MBTD1
103551,2330,EPOP
103554,13781,PSME4
100504710,1536,NAT8F6
100504715,6856,TMPPE
627860,974,CYP2D37-PS
103573,5144,XPO1
100504733,1752,A730018C14RIK
103583,7419,FBXW11
234663,5489,DYNC1LI2
234664,1808,NAE1
234669,2101,CES2B
234671,1969,CES2C
234673,3152,CES2E
234677,2433,CES4A
234678,3005,PHAF1
234683,3782,ELMO3
234684,4206,FBXL9
234686,3948,FHOD1
234695,2504,CARMIL2
627914,4538,GM14430
234699,4749,EDC4
234700,718,NRN1L
627927,527,GM6812
627939,563,GM6813
234724,2377,TAT
234723,2264,TXNL4B
234725,5079,ZFP612
103655,2942,SEC14L4
234728,3577,CMTR2
234729,6216,VAC14
234730,5983,FCSK
234733,11871,DDX19B
234734,4891,AARS
234736,6244,RFWD3
234740,2967,TMEM231
103677,5799,SMG6
103694,1625,TMED4
627984,3457,NLRP1C-PS
234776,4877,ATMIN
234779,4298,PLCG2
103710,3059,SLC35E4
103711,2036,PNPO
103712,1598,6330403K07RIK
234788,2622,SLC38A8
234796,3237,KLHL36
234797,6633,6430548M08RIK
103724,2672,TBC1D10A
103729,1500,AI450353
103733,1777,TUBG1
103737,3720,PEX12
103742,744,MIEN1
234814,3350,MTHFSD
103743,1393,TMEM98
234825,2083,KLHDC4
234836,654,IL17C
628053,828,GM14725
103765,1370,TMEM17
234839,8406,PIEZO1
103768,2778,TUBG2
103775,1332,SLC25A41
234847,2605,SPG7
234852,2171,CHMP1A
234854,1845,CDK10
103784,3431,DNAAF10
234857,2513,SPIRE2
234865,6915,NUP133
234875,5602,TTC13
103806,5552,MAML1
234878,5692,MAP3K21
628100,1711,FBXO39
234889,7055,GUCY1A2
103836,2412,ZFP692
234911,1937,MMP27
234912,1592,CFAP300
103841,4223,CUEDC1
234915,3647,CEP126
103844,1682,INCA1
103850,3238,NT5M
497071,614,RNASE13
497097,9499,XKR4
234959,3900,MED17
103889,1629,HOXB2
497106,438,RNASE12
234964,3178,DEUP1
234967,2094,SLC36A4
497113,579,RNASE11
628185,2574,VMN2R112
234988,2155,MBD3L2
235028,6023,ZFP426
235033,1450,RDH8
103963,3642,RPN1
235036,5970,PPAN
103964,946,TRY5
103967,14572,DNM3
235040,2541,ATG4D
235041,4853,KANK2
103968,3821,PLIN1
235043,785,TMEM205
235044,3027,PLPPR2
235047,2645,ZFP809
235048,3574,ZFP599
103978,3949,GPC5
235050,3238,ZFP810
103988,3125,GCK
235067,644,CYPT4
235072,6781,SEPTIN7
104001,3789,RTN1
104002,1842,CTSQ
104009,7130,QSOX1
104010,3778,CDH22
235086,4836,IGSF9B
104015,7584,SYNJ1
628308,4664,ZFP970
104027,12577,SYNPO
235106,6014,NTM
628324,315,S100A2
235130,5928,ADAMTS15
235132,9180,ZBTB44
235134,6815,NFRKB
235135,1575,TMEM45B
104069,1196,SNCB
104079,2093,NXPH3
104080,1675,NXPH4
104082,7579,WDR7
104086,1890,CYP27A1
235169,6189,FOXRED1
104099,7091,ITGA9
104103,2188,AIRN
235180,1510,FEZ1
104110,3546,ADCY4
104111,5135,ADCY3
104112,4724,ACLY
235184,2481,MSANTD2
628416,2018,GM6878
104130,853,NDUFB11
628422,2589,VMN2R58
628431,1447,HMGB1-RS17
104156,3876,ETV5
628444,2598,VMN2R59
104158,1966,CES1D
628456,627,CTAG2L1
104174,4236,GLDC
104175,4092,SBK1
235248,945,OR8G33
104183,1510,CHIL4
104184,2355,BLMH
235256,936,OR10D1B
628490,265,VMN2R-PS60
235281,9492,SCN3B
235283,5410,GRAMD1B
104215,4122,RHOQ
235293,2328,SC5D
235300,3500,TLCD5
628518,776,CTAG2L2
100505386,2397,IQSCHFP
235312,1625,C1QTNF5
235315,4803,RNF214
