,term,variable,value,p,padj
889,D-alanine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
890,Thiamine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
891,Fatty acid oxidation,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
892,Nucleotide interconversion,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
893,Keratan sulfate degradation,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
894,Sphingolipid metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
895,Tyrosine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
896,Keratan sulfate synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
897,Steroid metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
898,Chondroitin synthesis,5BL_diffexpr-nonnaive-cluster13,0.10993735753132271,0.10993735753132271,0.438325371089911
899,Tryptophan metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
900,Glycerophospholipid metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
901,Inositol phosphate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
902,Folate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
903,"Valine, leucine, and isoleucine metabolism",5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
904,Chondroitin sulfate degradation,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
905,Cholesterol metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
906,Arginine and Proline Metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
907,Bile acid synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
908,Fatty acid synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
909,"Glycine, serine, alanine and threonine metabolism",5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
910,Pyrimidine catabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
911,Blood group synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
912,Pyruvate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
913,Aminosugar metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
914,Heparan sulfate degradation,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
915,Urea cycle,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
916,Purine catabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
917,Eicosanoid metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
918,Methionine and cysteine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
919,Lysine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
920,Starch and sucrose metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
921,Pentose phosphate pathway,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
922,NAD metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
923,Vitamin A metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
924,beta-Alanine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
925,Triacylglycerol synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
926,Glyoxylate and dicarboxylate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
927,Glutamate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
928,Alanine and aspartate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
929,Histidine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
930,Selenoamino acid metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
931,Tetrahydrobiopterin metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
932,Glutathione metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
933,Propanoate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
934,Biotin metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
935,Limonene and pinene degradation,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
936,Phenylalanine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
937,ROS detoxification,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
938,Glycolysis/gluconeogenesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
939,Pyrimidine synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
940,Heme synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
941,Galactose metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
942,Purine synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
943,"Transport, extracellular",5BL_diffexpr-nonnaive-cluster13,0.0674525264017408,0.0674525264017408,0.3264447740008777
944,Miscellaneous,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
945,Hyaluronan metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
946,Fructose and mannose metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
947,C5-branched dibasic acid metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
948,Oxidative phosphorylation,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
949,N-glycan degradation,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
950,Nucleotide salvage pathway,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
951,Vitamin B2 metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
952,Butanoate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
953,Vitamin C metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
954,Cytochrome metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
955,Vitamin B6 metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
956,Taurine and hypotaurine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
957,Phosphatidylinositol phosphate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
958,"Transport, mitochondrial",5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
959,Nucleotide sugar metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
960,Alkaloid synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
961,CoA synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
962,"Stilbene, coumarine and lignin synthesis",5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
963,O-glycan synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
964,Ubiquinone synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
965,CoA catabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
966,Citric acid cycle,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
967,"Transport, lysosomal",5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
968,Vitamin B12 metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
969,N-glycan synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
970,D-alanine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
971,Thiamine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
972,Fatty acid oxidation,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
973,Nucleotide interconversion,5BM_diffexpr-nonnaive-cluster14,0.1269760987670554,0.1269760987670554,1.0
974,Keratan sulfate degradation,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
975,Sphingolipid metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
976,Tyrosine metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
977,Keratan sulfate synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
978,Steroid metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
979,Chondroitin synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
980,Tryptophan metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
981,Glycerophospholipid metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
982,Inositol phosphate metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
983,Folate metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
984,"Valine, leucine, and isoleucine metabolism",5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
985,Chondroitin sulfate degradation,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
986,Cholesterol metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
987,Arginine and Proline Metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
988,Bile acid synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
989,Fatty acid synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
990,"Glycine, serine, alanine and threonine metabolism",5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
991,Pyrimidine catabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
992,Blood group synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
993,Pyruvate metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
994,Aminosugar metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
995,Heparan sulfate degradation,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
996,Urea cycle,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
997,Purine catabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
998,Eicosanoid metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
999,Methionine and cysteine metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1000,Lysine metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1001,Starch and sucrose metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1002,Pentose phosphate pathway,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1003,NAD metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1004,Vitamin A metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1005,beta-Alanine metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1006,Triacylglycerol synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1007,Glyoxylate and dicarboxylate metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1008,Glutamate metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1009,Alanine and aspartate metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1010,Histidine metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1011,Selenoamino acid metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1012,Tetrahydrobiopterin metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1013,Glutathione metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1014,Propanoate metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1015,Biotin metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1016,Limonene and pinene degradation,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1017,Phenylalanine metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1018,ROS detoxification,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1019,Glycolysis/gluconeogenesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1020,Pyrimidine synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1021,Heme synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1022,Galactose metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1023,Purine synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1024,"Transport, extracellular",5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1025,Miscellaneous,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1026,Hyaluronan metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1027,Fructose and mannose metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1028,C5-branched dibasic acid metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1029,Oxidative phosphorylation,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1030,N-glycan degradation,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1031,Nucleotide salvage pathway,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1032,Vitamin B2 metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1033,Butanoate metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1034,Vitamin C metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1035,Cytochrome metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1036,Vitamin B6 metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1037,Taurine and hypotaurine metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1038,Phosphatidylinositol phosphate metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1039,"Transport, mitochondrial",5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1040,Nucleotide sugar metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1041,Alkaloid synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1042,CoA synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1043,"Stilbene, coumarine and lignin synthesis",5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1044,O-glycan synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1045,Ubiquinone synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1046,CoA catabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1047,Citric acid cycle,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1048,"Transport, lysosomal",5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1049,Vitamin B12 metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1050,N-glycan synthesis,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1051,D-alanine metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1052,Thiamine metabolism,5BM_diffexpr-nonnaive-cluster14,1.0,1.0,1.0
1053,Fatty acid oxidation,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1054,Nucleotide interconversion,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1055,Keratan sulfate degradation,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1056,Sphingolipid metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1057,Tyrosine metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1058,Keratan sulfate synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1059,Steroid metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1060,Chondroitin synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1061,Tryptophan metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1062,Glycerophospholipid metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1063,Inositol phosphate metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1064,Folate metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1065,"Valine, leucine, and isoleucine metabolism",5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1066,Chondroitin sulfate degradation,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1067,Cholesterol metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1068,Arginine and Proline Metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1069,Bile acid synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1070,Fatty acid synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1071,"Glycine, serine, alanine and threonine metabolism",5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1072,Pyrimidine catabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1073,Blood group synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1074,Pyruvate metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1075,Aminosugar metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1076,Heparan sulfate degradation,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1077,Urea cycle,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1078,Purine catabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1079,Eicosanoid metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1080,Methionine and cysteine metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1081,Lysine metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1082,Starch and sucrose metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1083,Pentose phosphate pathway,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1084,NAD metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1085,Vitamin A metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1086,beta-Alanine metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1087,Triacylglycerol synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1088,Glyoxylate and dicarboxylate metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1089,Glutamate metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1090,Alanine and aspartate metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1091,Histidine metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1092,Selenoamino acid metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1093,Tetrahydrobiopterin metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1094,Glutathione metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1095,Propanoate metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1096,Biotin metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1097,Limonene and pinene degradation,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1098,Phenylalanine metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1099,ROS detoxification,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1100,Glycolysis/gluconeogenesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1101,Pyrimidine synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1102,Heme synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1103,Galactose metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1104,Purine synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1105,"Transport, extracellular",5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1106,Miscellaneous,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1107,Hyaluronan metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1108,Fructose and mannose metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1109,C5-branched dibasic acid metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1110,Oxidative phosphorylation,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1111,N-glycan degradation,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1112,Nucleotide salvage pathway,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1113,Vitamin B2 metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1114,Butanoate metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1115,Vitamin C metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1116,Cytochrome metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1117,Vitamin B6 metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1118,Taurine and hypotaurine metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1119,Phosphatidylinositol phosphate metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1120,"Transport, mitochondrial",5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1121,Nucleotide sugar metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1122,Alkaloid synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1123,CoA synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1124,"Stilbene, coumarine and lignin synthesis",5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1125,O-glycan synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1126,Ubiquinone synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1127,CoA catabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1128,Citric acid cycle,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1129,"Transport, lysosomal",5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1130,Vitamin B12 metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1131,N-glycan synthesis,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1132,D-alanine metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1133,Thiamine metabolism,5BN_diffexpr-nonnaive-cluster15,1.0,1.0,1.0
1134,Fatty acid oxidation,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1135,Nucleotide interconversion,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1136,Keratan sulfate degradation,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1137,Sphingolipid metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1138,Tyrosine metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1139,Keratan sulfate synthesis,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1140,Steroid metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1141,Chondroitin synthesis,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1142,Tryptophan metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1143,Glycerophospholipid metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1144,Inositol phosphate metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1145,Folate metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1146,"Valine, leucine, and isoleucine metabolism",5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1147,Chondroitin sulfate degradation,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1148,Cholesterol metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1149,Arginine and Proline Metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1150,Bile acid synthesis,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1151,Fatty acid synthesis,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1152,"Glycine, serine, alanine and threonine metabolism",5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1153,Pyrimidine catabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1154,Blood group synthesis,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1155,Pyruvate metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1156,Aminosugar metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1157,Heparan sulfate degradation,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1158,Urea cycle,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1159,Purine catabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1160,Eicosanoid metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1161,Methionine and cysteine metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1162,Lysine metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1163,Starch and sucrose metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1164,Pentose phosphate pathway,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1165,NAD metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1166,Vitamin A metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1167,beta-Alanine metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1168,Triacylglycerol synthesis,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1169,Glyoxylate and dicarboxylate metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1170,Glutamate metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1171,Alanine and aspartate metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1172,Histidine metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1173,Selenoamino acid metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1174,Tetrahydrobiopterin metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1175,Glutathione metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1176,Propanoate metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1177,Biotin metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1178,Limonene and pinene degradation,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1179,Phenylalanine metabolism,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1180,ROS detoxification,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1181,Glycolysis/gluconeogenesis,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
1182,Pyrimidine synthesis,5BO_diffexpr-nonnaive-cluster16,1.0,1.0,1.0
