,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
RPE_pos,13079.0,0.0002924065467197498,0.27476174901562644,0.0014813250574284306,RPE,ribulose 5-phosphate 3-epimerase,"1.00 * D-ribulose 5-phosphate(2-) [c] --> 1.00 * D-xylulose 5-phosphate(2-) [c]
RPE",RPE,Pentose phosphate pathway,5.1.3.1,0.0
RPEc_neg,13436.0,3.7505127703853196e-05,0.5110009777437232,0.0002644028527175403,RPEc,ribulose 5-phosphate 3-epimerase,"2.00 * D-ribulose 5-phosphate(2-) [c] --> 2.00 * D-xylulose 5-phosphate(2-) [c]
RPE",RPE,Pentose phosphate pathway,5.1.3.1,4.0
RPEc_pos,12817.0,0.0011351368226243407,0.3629082832272,0.004675754982486571,RPEc,ribulose 5-phosphate 3-epimerase,"2.00 * D-ribulose 5-phosphate(2-) [c] --> 2.00 * D-xylulose 5-phosphate(2-) [c]
RPE",RPE,Pentose phosphate pathway,5.1.3.1,4.0
RPI_neg,10365.0,0.8565115547063006,0.07341235971422394,0.8964605252329206,RPI,ribose-5-phosphate isomerase,"1.00 * alpha-D-Ribose 5-phosphate [c] --> 1.00 * D-ribulose 5-phosphate(2-) [c]
RPIA",RPIA,Pentose phosphate pathway,5.3.1.6,0.0
RPI_pos,10365.0,0.8565115547063006,0.07341235971422394,0.8964605252329206,RPI,ribose-5-phosphate isomerase,"1.00 * alpha-D-Ribose 5-phosphate [c] --> 1.00 * D-ribulose 5-phosphate(2-) [c]
RPIA",RPIA,Pentose phosphate pathway,5.3.1.6,0.0
S23T2g_pos,12137.0,0.02136026541476638,0.22193759487491269,0.05132759682697835,S23T2g,"beta-galactoside alpha-2,3-sialyltransferase (core 2)","1.00 * Core 2 [g] + 1.00 * CMP-N-acetyl-beta-neuraminate(2-) [g] --> 1.00 * proton [g] + 1.00 * CMP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 1 [g]
ST3GAL1; ST3GAL2; ST3GAL4",ST3GAL1; ST3GAL2; ST3GAL4,Keratan sulfate synthesis,2.4.99.4,4.0
S23T3g_pos,11941.0,0.04268017183868533,0.20770394750706353,0.08361535048507274,S23T3g,"beta-galactoside alpha-2,3-sialyltransferase (complex N-glycan)","1.00 * CMP-N-acetyl-beta-neuraminate(2-) [g] + 1.00 * {[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine [g] --> 1.00 * proton [g] + 1.00 * keratan sulfate I biosynthesis, precursor 1 [g] + 1.00 * CMP [g]
ST3GAL3",ST3GAL3,Keratan sulfate synthesis,2.4.99.6,4.0
S23T4g_pos,12136.0,0.0214395202814085,0.2295578962045146,0.05132759682697835,S23T4g,"beta-galactoside alpha-2,3-sialyltransferase","1.00 * CMP-N-acetyl-beta-neuraminate(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 1 [g] --> 1.00 * proton [g] + 1.00 * keratan sulfate II boisynthesis, precursor 2 [g] + 1.00 * CMP [g]
ST3GAL1; ST3GAL2; ST3GAL4",ST3GAL1; ST3GAL2; ST3GAL4,Keratan sulfate synthesis,2.4.99.4,4.0
S23Tg_pos,10612.0,0.8697340367297391,0.040473982035363405,0.9033270886699197,S23Tg,"beta-galactoside alpha-2,3-sialyltransferase (T antigen)","1.00 * T antigen (core 1) [g] + 1.00 * CMP-N-acetyl-beta-neuraminate(2-) [g] --> 1.00 * proton [g] + 1.00 * CMP [g] + 1.00 * sialyl-T antigen [g]
ST3GAL1",ST3GAL1,O-glycan synthesis,2.4.99.4,4.0
S26Tg_pos,12700.0,0.00199685291203302,0.3593731453545954,0.007339067824905674,S26Tg,"beta-galactoside alpha-2,6-sialyltransferase","2.00 * CMP-N-acetyl-beta-neuraminate(2-) [g] + 1.00 * {[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine [g] --> 2.00 * proton [g] + 2.00 * CMP [g] + 1.00 * PA6 [g]
ST6GAL1",ST6GAL1,N-glycan synthesis,2.4.99.1,0.0
S2TASE1ly_pos,9357.0,0.11100147891638089,-0.16293536918263593,0.19072861286980194,S2TASE1ly,"iduronate-2-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * heparan sulfate, degradation product 15 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * heparan sulfate, degradation product 16 [l]
IDS",IDS,Heparan sulfate degradation,3.1.6.13,4.0
S2TASE2ly_pos,9357.0,0.11100147891638089,-0.1629353691826358,0.19072861286980194,S2TASE2ly,"iduronate-2-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * IdoA2S-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * IdoA-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose [l]
IDS",IDS,Heparan sulfate degradation,3.1.6.13,4.0
S2TASE3ly_pos,9833.0,0.3541814424574026,-0.08697331170272482,0.48158701360807055,S2TASE3ly,"iduronate-2-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3 [l]
IDS",IDS,Chondroitin sulfate degradation,3.1.6.13,4.0
S2TASE4ly_pos,10007.0,0.494848773653075,-0.05380424189175203,0.637491658478077,S2TASE4ly,"glucuronate-2-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3 [l]
No genes",,Chondroitin sulfate degradation,3.1.6.18,4.0
S2TASE5ly_pos,10007.0,0.494848773653075,-0.05380424189175203,0.637491658478077,S2TASE5ly,"glucuronate-2-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5 [l]
No genes",,Chondroitin sulfate degradation,3.1.6.18,4.0
S3TASE1ly_pos,9357.0,0.11100147891638089,-0.16293536918263613,0.19072861286980194,S3TASE1ly,"N-acetylglucosamine-3-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * heparan sulfate, degradation product 10 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * heparan sulfate, degradation product 11 [l]
No genes",,Heparan sulfate degradation,3.1.6.15,4.0
S3TASE2ly_pos,9357.0,0.11100147891638089,-0.16293536918263593,0.19072861286980194,S3TASE2ly,"N-acetylglucosamine-3-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * heparan sulfate, degradation product 17 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * heparan sulfate, degradation product 18 [l]
No genes",,Heparan sulfate degradation,3.1.6.15,4.0
S4TASE1ly_pos,9754.0,0.29962322161679755,-0.1140228647833367,0.427180937665291,S4TASE1ly,"N-acetylgalactosamine-4-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate A (GalNAc4S-GlcA), free chain [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1 [l]
ARSB",ARSB,Chondroitin sulfate degradation,3.1.6.12,4.0
S4TASE2ly_pos,9773.0,0.31220320772656796,-0.10579137873202098,0.44192180968161954,S4TASE2ly,"N-acetylgalactosamine-4-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4 [l]
ARSB",ARSB,Chondroitin sulfate degradation,3.1.6.12,4.0
S4TASE3ly_pos,9824.0,0.34766695232449774,-0.08688808769588999,0.4749585181487726,S4TASE3ly,"N-acetylgalactosamine-4-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), free chain [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1 [l]
ARSB",ARSB,Chondroitin sulfate degradation,3.1.6.12,4.0
S4TASE4ly_pos,9908.0,0.41142797070288384,-0.06703108117116145,0.5484272029469731,S4TASE4ly,"N-acetylgalactosamine-4-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1 [l]
ARSB",ARSB,Chondroitin sulfate degradation,3.1.6.12,4.0
S4TASE5ly_pos,9908.0,0.41142797070288384,-0.0670310811711614,0.5484272029469731,S4TASE5ly,"N-acetylgalactosamine-4-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5 [l]
ARSB",ARSB,Chondroitin sulfate degradation,3.1.6.12,4.0
S6TASE10ly_pos,11205.0,0.3196431958478353,0.08077952476841588,0.44551083968822003,S6TASE10ly,"galactose-6-sulfate sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 4 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate I, degradation product 5 [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Keratan sulfate degradation,3.1.6.4,4.0
S6TASE11ly_pos,11203.0,0.32100828116245195,0.08075309372321834,0.44551083968822003,S6TASE11ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 6 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate I, degradation product 7 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE12ly_pos,11203.0,0.32100828116245195,0.08075309372321832,0.44551083968822003,S6TASE12ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 9 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate I, degradation product 10 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE13ly_pos,11203.0,0.32100828116245195,0.08075309372321833,0.44551083968822003,S6TASE13ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 12 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate I, degradation product 13 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE14ly_pos,11203.0,0.32100828116245195,0.08075309372321837,0.44551083968822003,S6TASE14ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 15 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate I, degradation product 16 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE15ly_pos,11203.0,0.32100828116245195,0.08075309372320491,0.44551083968822003,S6TASE15ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 18 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate I, degradation product 19 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE16ly_pos,11203.0,0.32100828116245195,0.08075309372321832,0.44551083968822003,S6TASE16ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 21 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate I, degradation product 22 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE17ly_pos,11203.0,0.32100828116245195,0.08075309372321837,0.44551083968822003,S6TASE17ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 24 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate I, degradation product 25 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE18ly_pos,11203.0,0.32100828116245195,0.08075309372321825,0.44551083968822003,S6TASE18ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 27 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate I, degradation product 28 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE19ly_pos,11203.0,0.32100828116245195,0.0807530937232183,0.44551083968822003,S6TASE19ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 30 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate I, degradation product 31 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE1ly_pos,9357.0,0.11100147891638089,-0.16293536918263593,0.19072861286980194,S6TASE1ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * heparan sulfate, free chain [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * heparan sulfate, degradation product 1 [l]
GNS",GNS,Heparan sulfate degradation,3.1.6.14,4.0
S6TASE20ly_pos,11203.0,0.32100828116245195,0.08075309372321839,0.44551083968822003,S6TASE20ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 33 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate I, degradation product 34 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE21ly_pos,11203.0,0.32100828116245195,0.08075309372321826,0.44551083968822003,S6TASE21ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 36 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate I, degradation product 37 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE22ly_pos,11935.0,0.04354792217287289,0.1925284520526515,0.0848199596600608,S6TASE22ly,"galactose-6-sulfate sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate II (core 2-linked), degradation product 1 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate II (core 2-linked), degradation product 2 [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Keratan sulfate degradation,3.1.6.4,4.0
S6TASE23ly_pos,11939.0,0.04296778304807954,0.19230581488774132,0.08410125349060532,S6TASE23ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate II (core 2-linked), degradation product 3 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate II (core 2-linked), degradation product 4 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE24ly_pos,11815.0,0.06428257495816178,0.1726828674999082,0.11902174613839774,S6TASE24ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate II (core 2-linked), degradation product 6 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate II (core 2-linked), degradation product 7 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE25ly_pos,12003.0,0.034538299336742025,0.20819708689189428,0.07127998111174123,S6TASE25ly,"galactose-6-sulfate sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate II (core 4-linked), degradation product 1 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate II (core 4-linked), degradation product 2 [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Keratan sulfate degradation,3.1.6.4,4.0
S6TASE26ly_pos,12003.0,0.034538299336742025,0.20798186552828257,0.07127998111174123,S6TASE26ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate II (core 4-linked), degradation product 3 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * keratan sulfate II (core 4-linked), degradation product 4 [l]
GNS",GNS,Keratan sulfate degradation,3.1.6.14,4.0
S6TASE2ly_pos,9357.0,0.11100147891638089,-0.16293536918263613,0.19072861286980194,S6TASE2ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * heparan sulfate, degradation product 5 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * heparan sulfate, degradation product 6 [l]
GNS",GNS,Heparan sulfate degradation,3.1.6.14,4.0
S6TASE3ly_pos,9357.0,0.11100147891638089,-0.162935369182636,0.19072861286980194,S6TASE3ly,"N-acetylglucosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * heparan sulfate, degradation product 11 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * heparan sulfate, degradation product 12 [l]
GNS",GNS,Heparan sulfate degradation,3.1.6.14,4.0
S6TASE4ly_pos,9687.0,0.25799022019363704,-0.12365658691391802,0.37919088406228063,S6TASE4ly,"N-acetylgalactosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate C (GalNAc6S-GlcA), free chain [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1 [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Chondroitin sulfate degradation,3.1.6.4,4.0
S6TASE5ly_pos,9687.0,0.25799022019363704,-0.12365658691391793,0.37919088406228063,S6TASE5ly,"N-acetylgalactosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4 [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Chondroitin sulfate degradation,3.1.6.4,4.0
S6TASE6ly_pos,9968.0,0.46095049654084286,-0.060064585592617514,0.6033348766594355,S6TASE6ly,"N-acetylgalactosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate D (GlcNAc6S-GlcA2S), free chain [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1 [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Chondroitin sulfate degradation,3.1.6.4,4.0
S6TASE7ly_pos,9968.0,0.46095049654084286,-0.060064585592617493,0.6033348766594355,S6TASE7ly,"N-acetylgalactosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5 [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Chondroitin sulfate degradation,3.1.6.4,4.0
S6TASE8ly_pos,9908.0,0.41142797070288384,-0.06703108117116145,0.5484272029469731,S6TASE8ly,"N-acetylgalactosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2 [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Chondroitin sulfate degradation,3.1.6.4,4.0
S6TASE9ly_pos,9908.0,0.41142797070288384,-0.0670310811711614,0.5484272029469731,S6TASE9ly,"N-acetylgalactosamine-6-sulfatase, lysosomal","1.00 * Water [l] + 1.00 * chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5 [l] --> 1.00 * proton [l] + 1.00 * sulfate [l] + 1.00 * chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6 [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Chondroitin sulfate degradation,3.1.6.4,4.0
SACCD3m_pos,8883.0,0.02393922328153916,-0.2765779544029202,0.05615188442151235,SACCD3m,"saccharopine dehydrogenase (NADP, L-lysine forming), mitochondrial","1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * 2-Oxoglutarate [m] + 1.00 * L-lysinium(1+) [m] --> 1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * L-saccharopinate(1-) [m]
AASS",AASS,Lysine metabolism,1.5.1.8,4.0
SACCD4m_pos,12924.0,0.0006624263561325679,0.38474572423980435,0.0029114780466433484,SACCD4m,"saccharopine dehydrogenase (NAD, L-glutamate forming), mitochondrial","1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * L-saccharopinate(1-) [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * L-glutamate(1-) [m] + 1.00 * L-allysine [m]
AASS",AASS,Lysine metabolism,1.5.1.10,4.0
SADT_pos,9376.0,0.11709692915745656,-0.16559792930237896,0.20006936448269994,SADT,sulfate adenylyltransferase,"1.00 * ATP [c] + 1.00 * proton [c] + 1.00 * sulfate [c] --> 1.00 * Diphosphate [c] + 1.00 * 5'-adenylyl sulfate(2-) [c]
PAPSS1; PAPSS2",PAPSS1; PAPSS2,Nucleotide interconversion,2.7.7.4,4.0
SAMHISTA_pos,10307.0,0.7932337195796518,-0.05230082049205162,0.8417047111024178,SAMHISTA,S-Adenosyl-L-methionine:histamine N-tele-methyltransferase,"1.00 * S-Adenosyl-L-methionine [c] + 1.00 * histamium [c] --> 1.00 * proton [c] + 1.00 * S-Adenosyl-L-homocysteine [c] + 1.00 * N(tele)-methylhistaminium [c]
HNMT",HNMT,Histidine metabolism,2.1.1.8,4.0
SARDHm_pos,11189.0,0.3306703466280859,0.16355534095120755,0.4558429848714669,SARDHm,Sarcosine dehydrogenase (m),"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Sarcosine [m] + 1.00 * 5,6,7,8-Tetrahydrofolate [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * Glycine [m] + 1.00 * 5,10-Methylenetetrahydrofolate [m]
SARDH",SARDH,Urea cycle,1.5.99.2,4.0
SBTD_D2_pos,11315.0,0.2504009908220317,0.08613621988301809,0.37051439853930995,SBTD_D2,D-sorbitol dehydrogenase (D-fructose producing),"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * D-glucitol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * D-Fructose [c]
SORD",SORD,Fructose and mannose metabolism,1.1.1.14,0.0
SBTR_pos,12262.0,0.013257915813233276,0.30474014716586084,0.0349866242143833,SBTR,D-sorbitol reductase,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * D-glucose [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * D-glucitol [c]
AKR1A1; AKR1B3; AKR7A5",AKR1A1; AKR1B3; AKR7A5,Fructose and mannose metabolism,1.1.1.21,4.0
SERPT_pos,14139.0,3.260786547440745e-07,0.6294403446588237,4.744518873707733e-06,SERPT,serine C-palmitoyltransferase,"1.00 * proton [c] + 1.00 * L-serine [c] + 1.00 * Palmitoyl-CoA (n-C16:0CoA) [c] --> 1.00 * carbon dioxide [c] + 1.00 * (2S)-1-hydroxy-3-oxooctadecan-2-aminium [c] + 1.00 * Coenzyme A [c]
SPTLC1; SPTLC2; SPTLC3",SPTLC1; SPTLC2; SPTLC3,Sphingolipid metabolism,2.3.1.50,4.0
SFGTH_pos,11961.0,0.039892534956199606,0.31954052740945943,0.07977255264382181,SFGTH,S-Formylglutathione hydralase,"1.00 * Water [c] + 1.00 * S-formylglutathionate(1-) [c] --> 1.00 * proton [c] + 1.00 * Formate [c] + 1.00 * Reduced glutathione [c]
ESD",ESD,Tyrosine metabolism,3.1.2.12,4.0
SIAASE2ly_pos,11205.0,0.3196431958478353,0.08077952476841575,0.44551083968822003,SIAASE2ly,"sialidase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 3 [l] --> 1.00 * N-acetylneuraminate [l] + 1.00 * keratan sulfate I, degradation product 4 [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Keratan sulfate degradation,3.2.1.18,4.0
SIAASE3ly_pos,11935.0,0.04354792217287289,0.19252845205267904,0.0848199596600608,SIAASE3ly,"sialidase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate II (core 2-linked) [l] --> 1.00 * N-acetylneuraminate [l] + 1.00 * keratan sulfate II (core 2-linked), degradation product 1 [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Keratan sulfate degradation,3.2.1.18,4.0
SIAASE4ly_pos,12003.0,0.034538299336742025,0.2081970868918947,0.07127998111174123,SIAASE4ly,"sialidase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate II (core 4-linked) [l] --> 1.00 * N-acetylneuraminate [l] + 1.00 * keratan sulfate II (core 4-linked), degradation product 1 [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Keratan sulfate degradation,3.2.1.18,4.0
SIAASEly_pos,12617.0,0.00293599726629183,0.3472861779828379,0.009952718392594592,SIAASEly,"sialidase, lysosomal","2.00 * Water [l] + 1.00 * de-Fuc, reducing GlcNAc removed form of PA6 (w/o peptide linkage) [l] --> 2.00 * N-acetylneuraminate [l] + 1.00 * de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage) [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,N-glycan degradation,3.2.1.18,4.0
