,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence
OIVD2m_pos,17.0,0.9372294372294373,-0.14481310247686094,0.9521502117881079,OIVD2m,"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate), mitochondrial","Valine, leucine, and isoleucine metabolism",2831,1.8.1.4,BCKDHA; BCKDHB; DBT; DLD,"1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 3-methyl-2-oxobutanoate [m] --> 1.00 * carbon dioxide [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * isobutyryl-CoA(4-) [m]
BCKDHA; BCKDHB; DBT; DLD",4.0
OIVD3m_pos,36.0,0.0021645021645021645,3.1181207310209906,0.014494593198296903,OIVD3m,"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate), mitochondrial","Valine, leucine, and isoleucine metabolism",2832,1.8.1.4,BCKDHA; BCKDHB; DBT; DLD,"1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 3-methyl-2-oxopentanoate [m] --> 1.00 * carbon dioxide [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 2-methylbutanoyl-CoA(4-) [m]
BCKDHA; BCKDHB; DBT; DLD",4.0
OMPDC_pos,36.0,0.0021645021645021645,2.61244940415326,0.014494593198296903,OMPDC,orotidine-5'-phosphate decarboxylase,Pyrimidine synthesis,2834,4.1.1.23,UMPS,"1.00 * proton [c] + 1.00 * Orotidine 5'-phosphate [c] --> 1.00 * carbon dioxide [c] + 1.00 * UMP [c]
UMPS",4.0
OPAHir_pos,33.0,0.015151515151515152,1.743458023153083,0.03587530451844748,OPAHir,5-Oxoproline amidohydrolase (ATP-hydrolysing) (ir),Glutathione metabolism,2836,3.5.2.9,OPLAH,"2.00 * Water [c] + 1.00 * ATP [c] + 1.00 * 5-oxoprolinate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * L-glutamate(1-) [c]
OPLAH",4.0
ORNDC_pos,26.0,0.24025974025974026,0.7651891568757873,0.29451048010370046,ORNDC,Ornithine Decarboxylase,Urea cycle,2841,4.1.1.17,ODC1,"1.00 * proton [c] + 1.00 * Ornithine [c] --> 1.00 * carbon dioxide [c] + 1.00 * Putrescine [c]
ODC1",4.0
ORNTArm_neg,30.0,0.06493506493506493,1.4534137206539313,0.10654457717729711,ORNTArm,ornithine transaminase reversible (m),Urea cycle,2844,2.6.1.13,OAT,"1.00 * 2-Oxoglutarate [m] + 1.00 * Ornithine [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * L-Glutamate 5-semialdehyde [m]
OAT",4.0
ORNTArm_pos,24.0,0.3939393939393939,0.504731719529363,0.4522313077868633,ORNTArm,ornithine transaminase reversible (m),Urea cycle,2844,2.6.1.13,OAT,"1.00 * 2-Oxoglutarate [m] + 1.00 * Ornithine [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * L-Glutamate 5-semialdehyde [m]
OAT",4.0
ORPT_neg,36.0,0.0021645021645021645,2.61244940415326,0.014494593198296903,ORPT,orotate phosphoribosyltransferase,Pyrimidine synthesis,2846,2.4.2.10,UMPS,"1.00 * Diphosphate [c] + 1.00 * Orotidine 5'-phosphate [c] --> 1.00 * 5-Phospho-alpha-D-ribose 1-diphosphate [c] + 1.00 * Orotate [c]
UMPS",4.0
P45011A1m_pos,27.0,0.17965367965367965,1.1639243515400801,0.231465914660689,P45011A1m,"Cytochrome P450 11A1, mitochondrial [Precursor]",Steroid metabolism,2849,1.14.15.67,CYP11A1,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 2.00 * O2 [m] + 1.00 * cholesterol [m] --> 2.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 4-methylpentanal [m] + 1.00 * pregnenolone [m]
CYP11A1",4.0
P45011B11m_pos,29.0,0.09307359307359307,1.3089183299369223,0.14338840646532955,P45011B11m,Steroid 11-beta-hydroxylase,Steroid metabolism,2850,1.14.15.4,CYP11B1,"1.00 * 11-deoxycorticosterone [m] + 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * O2 [m] --> 1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * corticosterone [m]
CYP11B1",4.0
P45011B12m_pos,30.0,0.06493506493506493,1.391265514126334,0.10654457717729711,P45011B12m,Steroid 11-beta-hydroxylase,Steroid metabolism,2851,1.14.15.4,CYP11B1,"1.00 * 11-deoxycortisol [m] + 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * O2 [m] --> 1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * cortisol [m]
CYP11B1",4.0
P45011B21m_pos,29.0,0.09307359307359307,1.418441676391188,0.14338840646532955,P45011B21m,Steroid 11-beta-hydroxylase,Steroid metabolism,2852,1.14.15.4,CYP11B1,"1.00 * 11-deoxycorticosterone [m] + 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 2.00 * O2 [m] --> 2.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * aldosterone [m]
CYP11B1",4.0
P45017A1r_pos,29.0,0.09307359307359307,1.4067274018711264,0.14338840646532955,P45017A1r,Cytochrome P450 17A1,Steroid metabolism,2853,1.14.99.9,CYP17A1,"1.00 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * pregnenolone [r] --> 1.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * 17alpha-hydroxypregnenolone [r]
CYP17A1",4.0
P45017A2r_pos,29.0,0.09307359307359307,1.4067274018709928,0.14338840646532955,P45017A2r,Cytochrome P450 17A1,Steroid metabolism,2854,1.14.99.9,CYP17A1,"0.50 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * 17alpha-hydroxypregnenolone [r] --> 1.00 * acetaldehyde [r] + 1.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * 3beta-hydroxyandrost-5-en-17-one [r]
CYP17A1",4.0
P45017A3r_pos,29.0,0.09307359307359307,1.4067274018709266,0.14338840646532955,P45017A3r,Cytochrome P450 17A1,Steroid metabolism,2855,1.14.99.9,CYP17A1,"1.00 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * progesterone [r] --> 1.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * 17alpha-hydroxyprogesterone [r]
CYP17A1",4.0
P45017A4r_pos,29.0,0.09307359307359307,1.4067274018709095,0.14338840646532955,P45017A4r,Cytochrome P450 17A1,Steroid metabolism,2856,1.14.99.9,CYP17A1,"0.50 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * 17alpha-hydroxyprogesterone [r] --> 1.00 * acetaldehyde [r] + 1.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * androst-4-ene-3,17-dione [r]
CYP17A1",4.0
P45019A1r_pos,30.0,0.06493506493506493,1.4531133284780877,0.10654457717729711,P45019A1r,aromatase,Steroid metabolism,2857,1.14.14.1,CYP19A1,"2.00 * O2 [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * androst-4-ene-3,17-dione [r] --> 2.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * estrone [r] + 1.00 * Formate [r]
CYP19A1",4.0
P45019A2r_pos,30.0,0.06493506493506493,1.493472066287109,0.10654457717729711,P45019A2r,aromatase,Steroid metabolism,2858,1.14.14.1,CYP19A1,"2.00 * O2 [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * testosterone [r] --> 2.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * estradiol [r] + 1.00 * Formate [r]
CYP19A1",4.0
P4501B1r_pos,30.0,0.06493506493506493,1.3908602633924276,0.10654457717729711,P4501B1r,cytochrome P450 1B1,Steroid metabolism,2859,1.14.14.1,CYP1B1; CYP3A13,"1.00 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * estradiol [r] --> 1.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * 4,17 dihydroxy estradiol [r]
CYP1B1; CYP3A13",4.0
P45021A1r_pos,29.0,0.09307359307359307,1.3089183299370253,0.14338840646532955,P45021A1r,Steroid 21-hydroxylase,Steroid metabolism,2860,1.14.99.10,CYP21A1,"1.00 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * progesterone [r] --> 1.00 * 11-deoxycorticosterone [r] + 1.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r]
CYP21A1",4.0
P45021A2r_pos,30.0,0.06493506493506493,1.391265514126334,0.10654457717729711,P45021A2r,Steroid 21-hydroxylase,Steroid metabolism,2861,1.14.99.10,CYP21A1,"1.00 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * 17alpha-hydroxyprogesterone [r] --> 1.00 * 11-deoxycortisol [r] + 1.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r]
CYP21A1",4.0
P45027A11m_pos,36.0,0.0021645021645021645,2.610696941871185,0.014494593198296903,P45027A11m,"5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase",Bile acid synthesis,2862,1.14.13.15,CYP27A1,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * O2 [m] + 1.00 * 5beta-cholestane-3alpha,7alpha,12alpha-triol [m] --> 1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol [m]
CYP27A1",4.0
P45027A12m_pos,35.0,0.004329004329004329,1.8596915159863074,0.018489166126961405,P45027A12m,"5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase",Bile acid synthesis,2863,1.14.13.15,CYP27A1,"1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al [m]
CYP27A1",4.0
P45027A13m_pos,35.0,0.004329004329004329,1.8596915159863074,0.018489166126961405,P45027A13m,"5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase",Bile acid synthesis,2864,1.14.13.15,CYP27A1,"1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * O2 [m] + 1.00 * 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al [m] --> 1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate [m]
CYP27A1",4.0
P45027A14m_pos,32.0,0.025974025974025976,1.9010764911957125,0.05113881883391865,P45027A14m,"5-beta-cytochrome P450, family 27, subfamily A, polypeptide 1",Bile acid synthesis,2865,1.14.13.15,CYP27A1,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * O2 [m] + 1.00 * 5beta-cholestane-3alpha,7alpha-diol [m] --> 1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 5beta-cholestane-3alpha,7alpha,26-triol [m]
CYP27A1",4.0
P45027A15m_pos,35.0,0.004329004329004329,2.0011378718972,0.018489166126961405,P45027A15m,"5-beta-cytochrome P450, family 27, subfamily A, polypeptide 1",Bile acid synthesis,2866,1.14.13.15,CYP27A1,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * O2 [m] + 1.00 * 5beta-cholestane-3alpha,7alpha,26-triol [m] --> 2.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 3alpha,7alpha-dihydroxy-5beta-cholestan-26-al [m]
CYP27A1",4.0
P45027A16m_pos,35.0,0.004329004329004329,1.992928167428074,0.018489166126961405,P45027A16m,Cytochrome P450 27,Bile acid synthesis,2867,1.14.13.15,CYP27A1,"1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * O2 [m] + 1.00 * 3alpha,7alpha-dihydroxy-5beta-cholestan-26-al [m] --> 1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 3alpha,7alpha-Dihydroxy-5beta-cholestanate [m]
CYP27A1",4.0
P4507A1r_pos,28.0,0.13203463203463203,1.0534788863118665,0.17882093631157303,P4507A1r,"cytochrome P450, family 7, subfamily A, polypeptide 1",Bile acid synthesis,2891,1.14.13.17,CYP7A1,"1.00 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * cholesterol [r] --> 1.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * 20-hydroxycholesterol [r]
CYP7A1",4.0
P5CDm_pos,36.0,0.0021645021645021645,4.376021168867236,0.014494593198296903,P5CDm,"1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",Glutamate metabolism,2898,1.5.1.12,ALDH4A1,"2.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 1-Pyrroline-5-carboxylate [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * L-glutamate(1-) [m]
ALDH4A1",4.0
P5CR_pos,30.0,0.06493506493506493,1.7074670446248357,0.10654457717729711,P5CR,pyrroline-5-carboxylate reductase,Arginine and Proline Metabolism,7378,1.5.1.2,PYCR1; PYCR2; PYCRL,"2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 1-Pyrroline-5-carboxylate [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * L-proline [c]
PYCR1; PYCR2; PYCRL",4.0
P5CRm_pos,24.0,0.3939393939393939,0.35167989858158144,0.4522313077868633,P5CRm,pyrroline-5-carboxylate reductase (m),Arginine and Proline Metabolism,2899,1.5.1.2,PYCR1,"2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * 1-Pyrroline-5-carboxylate [m] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * L-proline [m]
PYCR1",2.0
P5CRxm_pos,24.0,0.3939393939393939,0.3526347090536911,0.4522313077868633,P5CRxm,pyrroline-5-carboxylate reductase (m),Arginine and Proline Metabolism,2900,1.5.1.2,PYCR1,"2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 1-Pyrroline-5-carboxylate [m] --> 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * L-proline [m]
PYCR1",2.0
PAFH_pos,31.0,0.04112554112554113,1.514097374425353,0.07481446260093551,PAFH,Platelet-activating factor acetylhydrolase,Glycerophospholipid metabolism,2905,3.1.1.47,PAFAH1B1; PAFAH1B2; PAFAH1B3; PAFAH2,"1.00 * Water [c] + 1.00 * 1-alkyl 2-acteylglycerol 3-phosphocholine [c] --> 1.00 * proton [c] + 1.00 * acetate [c] + 1.00 * 1-alkyl 2-lysoglycerol 3-phosphocholine [c]
PAFAH1B1; PAFAH1B2; PAFAH1B3; PAFAH2",4.0
PAFHe_pos,34.0,0.008658008658008658,1.726898147209009,0.027356785609212793,PAFHe,Platelet-activating factor acetylhydrolase,Glycerophospholipid metabolism,2906,3.1.1.47,PLA2G7,"1.00 * Water [e] + 1.00 * 1-alkyl 2-acteylglycerol 3-phosphocholine [e] --> 1.00 * proton [e] + 1.00 * acetate [e] + 1.00 * 1-alkyl 2-lysoglycerol 3-phosphocholine [e]
PLA2G7",4.0
PCHOLP_hs_pos,7.0,0.09307359307359307,-1.4585883181265775,0.14338840646532955,PCHOLP_hs,choline phosphatase,Glycerophospholipid metabolism,2918,3.1.4.4,PLD1; PLD2,"1.00 * Water [c] + 1.00 * Phosphatidylcholine [c] --> 1.00 * proton [c] + 1.00 * phosphatidate(2-) [c] + 1.00 * Choline [c]
PLD1; PLD2",4.0
PCHOLPg_hs_pos,8.0,0.13203463203463203,-1.239506022473562,0.17882093631157303,PCHOLPg_hs,choline phosphatase,Glycerophospholipid metabolism,2919,3.1.4.4,PLD1,"1.00 * Water [g] + 1.00 * Phosphatidylcholine [g] --> 1.00 * proton [g] + 1.00 * Choline [g] + 1.00 * phosphatidate(2-) [g]
PLD1",4.0
PCHOLPm_hs_pos,28.0,0.13203463203463203,0.8266261070699549,0.17882093631157303,PCHOLPm_hs,choline phosphatase,Glycerophospholipid metabolism,2920,3.1.4.4,PLD1,"1.00 * Water [m] + 1.00 * Phosphatidylcholine [m] --> 1.00 * proton [m] + 1.00 * phosphatidate(2-) [m] + 1.00 * Choline [m]
PLD1",4.0
PCHOLPr_hs_pos,8.0,0.13203463203463203,-1.239506022473562,0.17882093631157303,PCHOLPr_hs,choline phosphatase,Glycerophospholipid metabolism,2921,3.1.4.4,PLD1,"1.00 * Water [r] + 1.00 * Phosphatidylcholine [r] --> 1.00 * proton [r] + 1.00 * Choline [r] + 1.00 * phosphatidate(2-) [r]
PLD1",4.0
PCLAD_pos,4.0,0.025974025974025976,-1.3250680351637858,0.05113881883391865,PCLAD,picolinic acid decarboxylase,Tryptophan metabolism,2922,4.1.1.45,ACMSD,"1.00 * proton [c] + 1.00 * cis,cis-2-amino-3-(3-oxoprop-1-enyl)but-2-enedioate [c] --> 1.00 * carbon dioxide [c] + 1.00 * 2-aminomuconate 6-semialdehyde(1-) [c]
ACMSD",4.0
PCm_pos,25.0,0.30952380952380953,0.8071317663097957,0.3675771713538545,PCm,pyruvate carboxylase,Pyruvate metabolism,2924,6.4.1.1,PCX,"1.00 * pyruvate [m] + 1.00 * ATP [m] + 1.00 * Bicarbonate [m] --> 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m] + 1.00 * Oxaloacetate [m]
PCX",4.0
PDE1_pos,32.0,0.025974025974025976,1.5945015980470323,0.05113881883391865,PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",Nucleotide interconversion,2929,3.1.4.17,PDE10A; PDE11A; PDE1A; PDE1B; PDE1C; PDE2A; PDE3A; PDE3B; PDE4A; PDE4B; PDE4C; PDE4D; PDE7A; PDE7B; PDE8A; PDE8B,"1.00 * Water [c] + 1.00 * 3',5'-cyclic AMP(1-) [c] --> 1.00 * proton [c] + 1.00 * AMP [c]
PDE10A; PDE11A; PDE1A; PDE1B; PDE1C; PDE2A; PDE3A; PDE3B; PDE4A; PDE4B; PDE4C; PDE4D; PDE7A; PDE7B; PDE8A; PDE8B",4.0
PDE4_pos,30.0,0.06493506493506493,1.230828048500247,0.10654457717729711,PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",Nucleotide interconversion,2931,3.1.4.17,PDE10A; PDE11A; PDE1A; PDE1B; PDE1C; PDE2A; PDE3A; PDE3B; PDE5A; PDE6A; PDE6B; PDE6C; PDE6D; PDE6G; PDE6H; PDE9A,"1.00 * Water [c] + 1.00 * 3',5'-cyclic GMP(1-) [c] --> 1.00 * proton [c] + 1.00 * GMP [c]
PDE10A; PDE11A; PDE1A; PDE1B; PDE1C; PDE2A; PDE3A; PDE3B; PDE5A; PDE6A; PDE6B; PDE6C; PDE6D; PDE6G; PDE6H; PDE9A",4.0
PDE4n_pos,30.0,0.06493506493506493,1.3360120109658584,0.10654457717729711,PDE4n,"3',5'-cyclic-nucleotide phosphodiesterase, Nucleus",Nucleotide interconversion,2933,3.1.4.17,PDE9A,"1.00 * 3',5'-cyclic GMP(1-) [n] + 1.00 * Water [n] --> 1.00 * proton [n] + 1.00 * GMP [n]
PDE9A",4.0
PETHCT_pos,13.0,0.48484848484848486,-0.6439265131509418,0.5426201492226251,PETHCT,phosphoethanolamine cytidyltransferase,Glycerophospholipid metabolism,2950,2.7.7.14,PCYT2,"1.00 * proton [c] + 1.00 * CTP [c] + 1.00 * O-phosphonatoethanaminium(1-) [c] --> 1.00 * Diphosphate [c] + 1.00 * CDP-ethanolamine(1-) [c]
PCYT2",4.0
PETOHMm_hs_pos,30.0,0.06493506493506493,1.5364290154068023,0.10654457717729711,PETOHMm_hs,phosphatidylethanolamine N-methyltransferase,Glycerophospholipid metabolism,2951,2.1.1.17,PEMT,"3.00 * S-Adenosyl-L-methionine [m] + 1.00 * phosphatidylethanolamine [m] --> 3.00 * proton [m] + 3.00 * S-Adenosyl-L-homocysteine [m] + 1.00 * Phosphatidylcholine [m]
PEMT",2.0
PETOHMr_hs_pos,23.0,0.48484848484848486,0.3230623132047554,0.5426201492226251,PETOHMr_hs,phosphatidylethanolamine N-methyltransferase,Glycerophospholipid metabolism,2952,2.1.1.17,PEMT,"3.00 * S-Adenosyl-L-methionine [r] + 1.00 * phosphatidylethanolamine [r] --> 3.00 * S-Adenosyl-L-homocysteine [r] + 3.00 * proton [r] + 1.00 * Phosphatidylcholine [r]
PEMT",2.0
PGCD_pos,32.0,0.025974025974025976,1.8748849299754815,0.05113881883391865,PGCD,phosphoglycerate dehydrogenase,"Glycine, serine, alanine and threonine metabolism",2955,1.1.1.95,PHGDH,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 3-Phospho-D-glycerate [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 3-phosphonatooxypyruvate(3-) [c]
PHGDH",4.0
PGDI_neg,31.0,0.04112554112554113,1.1252537681387522,0.07481446260093551,PGDI,Prostaglandin-H2 D-isomerase [Precursor],Eicosanoid metabolism,2956,5.3.99.2,HPGDS; PTGDS,"1.00 * prostaglandin H2(1-) [c] --> 1.00 * prostaglandin D2(1-) [c]
HPGDS; PTGDS",4.0
PGDI_pos,36.0,0.0021645021645021645,3.6539212546926207,0.014494593198296903,PGDI,Prostaglandin-H2 D-isomerase [Precursor],Eicosanoid metabolism,2956,5.3.99.2,HPGDS; PTGDS,"1.00 * prostaglandin H2(1-) [c] --> 1.00 * prostaglandin D2(1-) [c]
HPGDS; PTGDS",4.0
PGISr_neg,15.0,0.40465676192728617,-0.5773502691896257,0.46176557913476607,PGISr,Prostaglandin I2 synthase,Eicosanoid metabolism,2960,5.3.99.4,PTGIS,"1.00 * prostaglandin H2(1-) [r] --> 1.00 * prostaglandin I2(1-) [r]
PTGIS",4.0
PGISr_pos,36.0,0.0021645021645021645,2.7298924299571223,0.014494593198296903,PGISr,Prostaglandin I2 synthase,Eicosanoid metabolism,2960,5.3.99.4,PTGIS,"1.00 * prostaglandin H2(1-) [r] --> 1.00 * prostaglandin I2(1-) [r]
PTGIS",4.0
PGLc_pos,32.0,0.025974025974025976,1.77059361886443,0.05113881883391865,PGLc,6-phosphogluconolactonase,Pentose phosphate pathway,7380,3.1.1.31,PGLS,"3.00 * Water [c] + 3.00 * 6-phospho-D-glucono-1,5-lactone [c] --> 3.00 * proton [c] + 3.00 * 6-Phospho-D-gluconate [c]
PGLS",4.0
PGLer_pos,26.0,0.24025974025974026,0.9110431299320884,0.29451048010370046,PGLer,"6-phosphogluconolactonase, endoplasmic reticulum",Pentose phosphate pathway,2963,3.1.1.31,H6PD,"1.00 * Water [r] + 1.00 * 6-phospho-D-glucono-1,5-lactone [r] --> 1.00 * proton [r] + 1.00 * 6-Phospho-D-gluconate [r]
H6PD",4.0
PGPPT_pos,21.0,0.6991341991341992,0.2666679922781091,0.7510586734055954,PGPPT,phosphatidyl-CMP: glycerophosphate phosphatidyltransferase,Glycerophospholipid metabolism,2969,2.7.8.11,PGS1,"1.00 * CDP-diacylglycerol(2-) [c] + 1.00 * Glycerol 3-phosphate [c] --> 1.00 * proton [c] + 1.00 * CMP [c] + 1.00 * phosphatidyl glycerol phosphate [c]
PGS1",2.0
PGS_pos,36.0,0.0021645021645021645,3.129700755157719,0.014494593198296903,PGS,Prostaglandin G/H synthase,Eicosanoid metabolism,2970,1.14.99.1,PTGS1; PTGS2,"2.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * arachidonate [c] --> 1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * prostaglandin H2(1-) [c]
PTGS1; PTGS2",4.0
PGSr_pos,36.0,0.0021645021645021645,2.729892429957054,0.014494593198296903,PGSr,Prostaglandin G/H synthase,Eicosanoid metabolism,2971,1.14.99.1,PTGS1; PTGS2,"2.00 * O2 [r] + 1.00 * arachidonate [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] --> 1.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * prostaglandin H2(1-) [r]
PTGS1; PTGS2",4.0
PHCDm_pos,36.0,0.0021645021645021645,4.123421949161128,0.014494593198296903,PHCDm,L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase,Arginine and Proline Metabolism,2973,1.5.1.12,ALDH4A1,"2.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * L-1-Pyrroline-3-hydroxy-5-carboxylate [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * erythro-4-hydroxy-L-glutamate(1-) [m]
ALDH4A1",2.0
PHYHx_pos,26.0,0.24025974025974026,1.0630488040021686,0.29451048010370046,PHYHx,"Phytanoyl-CoA dioxygenase, peroxisomal",Fatty acid oxidation,2984,1.14.11.18,PHYH,"1.00 * O2 [x] + 1.00 * 2-Oxoglutarate [x] + 1.00 * phytanoyl-CoA(4-) [x] --> 1.00 * carbon dioxide [x] + 1.00 * 2-hydroxyphytanoyl-CoA(4-) [x] + 1.00 * Succinate [x]
PHYH",4.0
PI345P3P_pos,34.0,0.008658008658008658,2.0926266417475907,0.027356785609212793,PI345P3P,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase",Inositol phosphate metabolism,2987,3.1.3.67,PTEN,"1.00 * Water [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-) [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * phosphatidylinositol 4,5-bisphosphate [c]
PTEN",4.0
PI345P3Pn_pos,34.0,0.008658008658008658,2.183337739467893,0.027356785609212793,PI345P3Pn,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase, nuclear",Inositol phosphate metabolism,2988,3.1.3.67,PTEN,"1.00 * Water [n] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-) [n] --> 1.00 * phosphatidylinositol 4,5-bisphosphate [n] + 1.00 * hydrogenphosphate [n]
PTEN",4.0
