"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"IQGAP3",-0.359528501066227,0.645643694508604,-2.45798721624163,0.0145400978561214,0.0606459833187925,-4.26542389655161
"PMAIP1",-0.262522365171344,0.247055287830091,-2.45797840409391,0.0145404473791681,0.0606459833187925,-4.26544509080339
"GM6793",0.471762874530929,1.6611669358773,2.45780388125842,0.0145473711477426,0.0606461598510197,-4.26586482372067
"XKRX",-0.447012417737411,0.740664052913891,-2.45685757718296,0.0145849643492434,0.060766357693893,-4.26814021660594
"TMEM251",0.725079267256431,4.33990854902139,2.45673114580748,0.0145899935186971,0.060766357693893,-4.26844415776997
"LSM12",0.274477601496548,6.27768582244497,2.45642543545527,0.0146021603721523,0.0607883039016429,-4.26917902372864
"UBE4B",-0.454171462488882,2.00468887106631,-2.4551111183033,0.0146545708611513,0.0609776831913721,-4.27233737652111
"EIF3G",-0.216489323647686,7.69405427686111,-2.45474225680293,0.0146693097187773,0.061010206017737,-4.27322347269373
"TMEM30A",-0.552090312261104,3.41742550279277,-2.45409410764471,0.0146952400835113,0.0610892221018797,-4.27478017692216
"STRIP1",-0.460305527951136,1.22570017673674,-2.45241311017301,0.0147626807008871,0.0613406435723327,-4.27881570417465
"TMEM216",0.824185800214748,3.96706745692122,2.45062136818577,0.0148348660156007,0.06161048131317,-4.28311416933628
"RIOK3",0.437376689558499,4.40873231649008,2.45045452797598,0.0148416035206921,0.06161048131317,-4.28351427254325
"PRKACB",-0.553724520771529,2.44202745209994,-2.44974136996798,0.0148704335256404,0.0617010972982435,-4.28522421767281
"1110004E09RIK",0.562022595117269,4.47625717609329,2.44909072703882,0.0148967795583084,0.0617649865085521,-4.28678385287336
"CD226",0.680539636266686,3.07084275302519,2.44894538991846,0.0149026702380243,0.0617649865085521,-4.28713218143714
"TIPRL",-0.365002988584147,4.62202844920716,-2.44884213585415,0.0149068564965041,0.0617649865085521,-4.28737963774232
"RNF26",-0.653861971612879,1.99977123341184,-2.44817002138521,0.0149341316803779,0.0618489203473547,-4.28899016684519
"UBR4",-0.333022710577444,3.2224783946646,-2.44626927467755,0.0150115055173793,0.0620930055324099,-4.29354246158835
"HERC4",-0.650877885677702,2.83493135269178,-2.44621134399817,0.0150138692687372,0.0620930055324099,-4.29368115243154
"EPHX1",0.612390987781621,1.18338723172701,2.44620309954079,0.0150142056949467,0.0620930055324099,-4.29370089008874
"PPA1",0.174542200890945,8.73056518560331,2.4433379276089,0.0151315278574235,0.0625488531929986,-4.30055639018152
"MRPL12",0.250832254194685,8.32157016546835,2.44261008416192,0.0151614603075376,0.0626432019176415,-4.30229667275255
"PYCRL",0.612028732361348,5.17497601824078,2.44185496009389,0.0151925700449926,0.0627240435980758,-4.30410165720742
"1600002H07RIK",-0.581348180068197,1.56905735113632,-2.44178971289697,0.0151952607604552,0.0627240435980758,-4.30425759340394
"CARD11",-0.50391144340403,1.27702527912873,-2.44089862856296,0.0152320502328118,0.0628464694296679,-4.30638682146713
"ANXA7",0.485227675422656,4.77118486897475,2.44000996016242,0.0152688184397958,0.0629485694676099,-4.30850953315058
"SBNO2",0.49181081184244,2.24042869689684,2.43995532434247,0.0152710815297572,0.0629485694676099,-4.30864001439721
"ZFP239",0.498276483590686,1.29785931569454,2.43947067318687,0.0152911694369812,0.0630019056793431,-4.30979733524104
"EIF3E",0.154253136870198,9.35441919992332,2.4385091940998,0.0153310902058695,0.0631368682169757,-4.31209264176623
"MCM10",-0.582209049095864,4.29184436654511,-2.4382413948848,0.0153422256788206,0.0631532157437859,-4.31273179499858
"MICAL3",-0.370419653491887,0.588953327385143,-2.43536466165986,0.0154622963930401,0.0636177488850896,-4.31959340682206
"TCEB1",0.156442822738187,8.2319237529239,2.43454740788005,0.0154965586542499,0.0637289647316401,-4.32154130880601
"HAGH",-0.667280128179103,4.11292260890644,-2.43187271109935,0.0156091616692254,0.0641620997158971,-4.3279119828419
"FAM83D",-0.447384800313395,0.856564548192882,-2.43147335049885,0.0156260364271986,0.064201519362658,-4.3288626146639
"NDUFAF6",0.416570097515771,1.18086821268924,2.43009397350722,0.0156844453729123,0.0644114711423469,-4.3321449083806
"TST",0.501635784500474,0.787371862088372,2.42987982150411,0.0156935308094138,0.0644187643331923,-4.33265433282867
"PQBP1",0.444612715222037,6.17890731051148,2.42950924364787,0.0157092636332514,0.0644533242084938,-4.33353576092431
"ENOX2",0.413971734890911,0.88492192932543,2.42713098847878,0.0158105643858246,0.0648387640447985,-4.33918942122547
"MBD4",-0.507175108159389,2.91099694334073,-2.42648190921462,0.0158383117459628,0.0649223448451956,-4.34073150775
"HSPB11",-0.594977270342174,2.63529580181374,-2.42529865219423,0.0158890053322963,0.0650998623865769,-4.34354167706832
"FNDC3A",-0.489121817625751,1.79016776101891,-2.42463099700598,0.015917672531187,0.065187011160479,-4.34512673943449
"PTEN",-0.465279922431473,2.47762063581615,-2.42444417348021,0.0159257023778557,0.0651896029057325,-4.34557019707323
"POP1",0.566597453060745,3.59170793805501,2.42382330819926,0.0159524134595492,0.0652600761021597,-4.34704369122013
"MFSD11",0.400968924684363,3.64971623103511,2.42369986921981,0.0159577288097304,0.0652600761021597,-4.34733660464255
"9030617O03RIK",0.325128168739908,0.398554565148596,2.42253058470546,0.0160081565218587,0.0654359385098057,-4.35011053664115
"TRIP12",0.412952959214196,4.13771003254714,2.42208988470671,0.0160271990870033,0.065483405449124,-4.35115568984131
"RDH10",0.407621565349846,0.620630110354171,2.42157603699694,0.0160494276221182,0.0655438394966299,-4.35237408753572
"NDRG3",-0.686231018720026,3.77910489698078,-2.42112085473685,0.0160691410955339,0.0655846277517228,-4.35345317449268
"SF3A1",0.360664339586112,3.82696945271719,2.42100184362813,0.0160742988702736,0.0655846277517228,-4.35373527840814
"PPIB",0.154207227164725,9.16459237778074,2.41962149819497,0.0161342280531388,0.0657538322987165,-4.35700627507782
"SESN3",-0.633813360118707,2.41945089196819,-2.41941805006844,0.0161430776416049,0.0657538322987165,-4.35748823330008
"MFGE8",-0.605125733892176,1.52228160210939,-2.41936459970781,0.0161454033369965,0.0657538322987165,-4.35761484801264
"FKBP2",-0.419985282562937,6.26863665983706,-2.41935976652645,0.0161456136496565,0.0657538322987165,-4.35762629685559
"LRPPRC",0.625986608868271,3.54109164675835,2.41818724413555,0.0161967067411695,0.0659314441154394,-4.36040311890954
"DPY30",0.17846020131681,9.1036320864725,2.4166457329298,0.016264095924965,0.0661751973161203,-4.36405182837062
"MRPL48",0.424064974761063,7.49487573401038,2.41638822136024,0.0162753774868069,0.06619054074353,-4.36466113226227
"WDR61",0.278959066766312,8.23411258611157,2.41584506277028,0.0162991958866633,0.0662568327256292,-4.36594610726698
"FAM32A",-0.466726488667388,5.52449527957576,-2.41525896642884,0.0163249317016135,0.0663308543505394,-4.36733235053076
"PHXR4",-0.644478219720152,1.58387037193642,-2.41411956161606,0.0163750663054299,0.066503898317859,-4.37002636127675
"ORMDL3",-0.451509883647696,0.857075650815834,-2.41272807351059,0.0164364771041821,0.0667225576781008,-4.3733147403888
"TMEM214",0.528195846038459,1.52304086844938,2.41217153329166,0.016461095864453,0.0667917301350939,-4.37462945161896
"TUFM",0.399042518095869,6.19352172546592,2.41135276154346,0.0164973737076364,0.0669081244755637,-4.37656310049685
"TBCCD1",0.624114946251286,1.84803079299555,2.41053180227064,0.0165338193180564,0.0670250918353409,-4.37850128176039
"DDX21",0.233378283761545,6.05566675196713,2.41002617402714,0.0165563014936605,0.0670853724430482,-4.37969469044183
"AP4S1",0.485386004371513,1.15502834176992,2.40869595908914,0.0166155768876653,0.0672946135620379,-4.38283317942749
"CABLES2",-0.536933623928348,1.11436278495232,-2.40780965322804,0.0166551752523101,0.06742400528186,-4.38492339104551
"SMYD2",0.642106526180681,3.26544362218147,2.40699391253686,0.016691694483901,0.0675408188643799,-4.38684653212901
"RHBDF2",0.431476149357236,0.888200634987207,2.40678182830289,0.0167012006767106,0.0675482705662461,-4.3873464264864
"HIST1H4M",-0.763206083915914,4.30585348270267,-2.40607198597201,0.016733052505693,0.0676460512535196,-4.38901925623999
"IMP3",0.493929756636811,4.09754525414377,2.40529286556852,0.0167680746517818,0.0677085319980224,-4.39085480188437
"PAK6",-0.323842485959846,0.384041418766801,-2.40525766193706,0.0167696586119492,0.0677085319980224,-4.39093772533713
"ARHGEF1",-0.451833210557128,1.88329133932358,-2.40521549035048,0.0167715562636654,0.0677085319980224,-4.39103706052851
"XPR1",-0.428323834005466,1.30923859356936,-2.40465198689517,0.0167969311742434,0.0677799241935014,-4.39236423244037
"GABPA",-0.555104958790262,2.81138981382554,-2.40341650728112,0.0168526841632379,0.0679577904079874,-4.39527300606489
"FAM126A",-0.426007170964287,1.15462725078422,-2.40333359858431,0.0168564313890685,0.0679577904079874,-4.39546815216432
"MINA",0.477826554461323,6.83836513276551,2.40253438123974,0.0168925913400163,0.0680724314035498,-4.3973489755672
"GTPBP8",0.701768531977881,2.59186433683179,2.40223450821384,0.0169061764988366,0.0680960390695826,-4.39805452098829
"VILL",-0.276763641944306,0.228469903428925,-2.40194901043133,0.0169191193697575,0.0681170392899375,-4.39872616542071
"EXOC6",0.680960485530889,2.99223638313386,2.40139309373189,0.0169443466010602,0.0681874550662755,-4.40003376035644
"SRFBP1",0.602611225128886,4.1239850391828,2.39785505440491,0.0171056799999885,0.0688052751437236,-4.40834890774163
"MARS2",0.475363268980746,1.24892596173891,2.39747551032952,0.0171230672711078,0.0688437919070587,-4.40924021685205
"SCAF8",-0.442910961673653,1.43831340972127,-2.39661116904296,0.0171627217230272,0.068971758570469,-4.41126950163138
"NUP37",0.46432145327787,7.08845892145754,2.39617222874698,0.0171828905109741,0.0689920957969725,-4.41229976816985
"AK2",0.243361166759994,6.34410333673045,2.39616029229378,0.0171834392686208,0.0689920957969725,-4.41232778249305
"LY96",0.634209547395369,1.32573392740707,2.39592462312919,0.0171942769124697,0.0690041723267739,-4.41288086001696
"ATP6V1H",0.708542609288381,4.97309469216479,2.39484345822644,0.017244073377776,0.0691725164671551,-4.41541750889078
"SLC25A25",0.347033335921812,0.539739645981373,2.39395261301351,0.0172851995567415,0.0693059434456611,-4.41750679848364
"RPS6",0.0651492530995629,11.3829811745333,2.39348497115143,0.0173068229916954,0.0693610873241525,-4.41860325451511
"MFSD10",-0.65382151180275,4.3921825199277,-2.39308859536456,0.0173251697989962,0.0694030551993426,-4.41953245523604
"ENDOG",0.564760484689077,1.41204989864951,2.39258722665565,0.0173484009044132,0.0694515550717202,-4.42070757266598
"ANXA6",0.433445466099337,5.3984885996568,2.39247294245554,0.0173537001460754,0.0694515550717202,-4.42097540097305
"CREB1",-0.481996232106434,3.37220148481031,-2.39231731723329,0.0173609186228299,0.0694515550717202,-4.42134009335954
"SDC3",-0.318100987469671,0.379417571521869,-2.39171979048041,0.0173886587289284,0.0695309661424891,-4.42274012640523
"BZW1",-0.19261577653084,8.56387282599641,-2.39140472998639,0.0174033010965218,0.0695579558111778,-4.42347819234148
"RBL1",0.445479484787961,1.61621209992736,2.39108421098113,0.0174182082962183,0.0695859790183916,-4.42422894947449
"ITFG2",0.654185809142005,2.06982218298872,2.39088981177228,0.0174272552002144,0.0695903167005846,-4.42468424688398
"CKAP2L",-0.559679546060236,4.83515233966975,-2.39062959058128,0.0174393717931298,0.0695903167005846,-4.42529364852048
"ELOF1",-0.276738861327769,7.39094207354311,-2.3905520645538,0.0174429830468162,0.0695903167005846,-4.42547519129468
"PRPS1L3",-0.48806563122084,3.89999583550554,-2.38998922633766,0.0174692204782095,0.069663457047267,-4.42679302023541
"KLHL20",-0.446021805669554,1.00069383801338,-2.38909925373792,0.0175107786741003,0.0697975994820651,-4.42887619199429
"CASP3",0.584888659758269,2.00299404324751,2.38863197518862,0.0175326335880089,0.0698531192636179,-4.42996965875634
"ATP6V1B2",-0.578931897480624,3.83087009696748,-2.38817323119071,0.0175541127103602,0.0699070923255329,-4.4310429538099
"RBMS1",0.621853676064132,2.39613717092766,2.38765993050712,0.0175781737435886,0.0699712941292892,-4.43224365660735
"ZFP286",-0.238477151109873,0.214725605206646,-2.387216317088,0.0175989915789033,0.0700037334088116,-4.43328114825121
"HBEGF",-0.387054521271243,0.637593888641623,-2.38714778451105,0.0176022096033049,0.0700037334088116,-4.43344141084437
"GFI1",0.547579189668223,1.42636591116658,2.38669740642137,0.0176233705142393,0.0700391217051466,-4.43449450434115
"RRP8",0.526419070905893,4.30893563413682,2.3866201556163,0.0176270023762641,0.0700391217051466,-4.43467511629677
"RTN4IP1",0.52196261753407,1.69933771439152,2.38600109000053,0.0176561308892273,0.0701038742357278,-4.43612228509667
"SFT2D2",-0.514570617347984,2.3113285949137,-2.3859357433127,0.0176592080793505,0.0701038742357278,-4.43627502276188
"CEP19",0.620676077249574,2.33544337075453,2.38572237654687,0.0176692588577711,0.0701121919466622,-4.43677370618305
"ZFP72",0.333281178914831,0.387926070051766,2.3846640048396,0.0177191886596725,0.0702786722131837,-4.43924671103426
"MRS2",0.281250536182433,0.341976591239828,2.38394381396695,0.0177532354363919,0.0703820350431497,-4.44092891440089
"NCEH1",0.574999152520511,1.65295317983035,2.38269271659441,0.0178125176331776,0.0705853048116881,-4.44385003287858
"BPHL",0.60920324629998,1.3033974393044,2.38165548624461,0.0178617980231523,0.070748775720468,-4.44627068600058
"MRPL47",0.535056616910345,6.31108181447761,2.38134531207007,0.0178765581692001,0.0707754299843488,-4.44699436296024
"2310045N01RIK",-0.761652808666017,3.50152190107356,-2.3809050014055,0.0178975295170359,0.0708266401587954,-4.44802150958918
"SCAMP3",0.528204269393779,5.11018123723478,2.37547395485543,0.0181579891877208,0.0718251161182151,-4.46067589453051
"RGS16",-0.32259264878281,0.41121773192088,-2.37494510485996,0.0181835288945244,0.0718938717574893,-4.46190663317961
"TCERG1",0.307969385022102,4.98734758262621,2.3742136898112,0.0182189031507442,0.0720014320482103,-4.46360834607748
"GM10778",0.329765896830828,1.27549108699466,2.37055529251484,0.0183967488428443,0.0726716932102138,-4.47211241165057
"NADK",0.487131070321373,4.07109656237694,2.36930247892236,0.0184580019695527,0.0728809907516432,-4.47502171595883
"GM6020",0.33735669473724,2.16202246286526,2.36906373511304,0.0184696950684255,0.0728945018531276,-4.47557596276625
"1110012L19RIK",0.698177967551728,2.92305197239017,2.36840643247688,0.018501921843867,0.072989005017905,-4.47710162138821
"GIPC1",-0.537673195789339,1.59145273725614,-2.36753537655767,0.0185447048829699,0.0731250488293575,-4.47912279256367
"DHX37",-0.366691683868037,0.921365408775444,-2.36698427607515,0.0185718178117674,0.0731576768430848,-4.48040117928639
"CIAPIN1",0.470769873920111,3.68816825991798,2.3669461623762,0.0185736942099098,0.0731576768430848,-4.48048958096477
"PRKRIP1",0.418771508846898,5.22101410057859,2.36686109606629,0.0185778827612418,0.0731576768430848,-4.48068688052757
"GNG10",-0.4139632420442,6.36178654313271,-2.36628292834737,0.0186063729818255,0.0732371438538759,-4.48202767981637
"HEATR3",0.680832779088748,3.75056519291889,2.36544330999031,0.0186478150470743,0.0733674973258329,-4.48397423429488
"HNRNPA1",0.130600466201614,10.1674541154153,2.36452398493519,0.0186932843596905,0.0735135720936868,-4.48610481620722
"U2AF2",0.418653587394017,2.68190089880471,2.3639376415415,0.0187223354692352,0.0735855083405634,-4.48746327984691
"KHSRP",-0.225748322826705,2.93789962106495,-2.3638178440361,0.0187282758660937,0.0735855083405634,-4.48774079154333
"TAP1",0.534747481290214,2.03961383128246,2.36348290078175,0.018744893485878,0.0736030839623219,-4.48851661788626
"NMT2",-0.720015259831351,3.35611994705499,-2.36331580194941,0.0187531886458886,0.0736030839623219,-4.48890362796937
"SHCBP1",-0.523011457686585,7.70397765183921,-2.36322285792733,0.0187578039917593,0.0736030839623219,-4.48911888002951
"PDCD5",0.185283843277746,8.06753462578237,2.36199046942662,0.0188190955032298,0.0738107203693655,-4.49197223756335
"MCAT",0.502029737358509,1.13218963887887,2.36173867950215,0.0188316396396089,0.0738270641209401,-4.49255503214559
"STX4A",0.598517436874327,2.03265074849728,2.36135282080333,0.0188508773245399,0.0738696228818009,-4.49344802706364
"ARRDC1",-0.637127974187955,2.87493750503876,-2.36068393190719,0.018884266923267,0.0739675752865563,-4.49499570737623
"DIAP3",-0.449992026077022,2.07201254701482,-2.35896105219028,0.018970509129838,0.0742723664865668,-4.49898017501722
"PACRGL",-0.488117574665816,0.93602427463016,-2.35874658193154,0.0189812690582408,0.0742814938766767,-4.4994759797607
"MOB1A",-0.519461211403561,1.39226520983827,-2.35760714001092,0.0190385246083104,0.0744724888473323,-4.5021093730581
"ATP1B1",-0.31914367075421,0.515673544086565,-2.3574077847209,0.0190485575489381,0.0744786768761275,-4.50256998217806
"SNX33",-0.256953712197317,0.213613953497419,-2.35649181694795,0.0190947151334559,0.0746260418940784,-4.50468583762475
"MAGT1",0.346164753468972,4.1517602145118,2.35631189788426,0.0191037931801119,0.0746284261065276,-4.50510135167588
"WBP5",-0.504758719478253,4.94823693192015,-2.35595563521076,0.0191217800581993,0.0746655948838771,-4.50592403227572
"TRMT2B",-0.659994135124401,2.31026607630797,-2.35325389895736,0.0192586694023204,0.0751668084334145,-4.51215897258272
"CHST2",0.608054174549258,2.49385989998124,2.35219921341465,0.0193123404892828,0.0753075646374162,-4.51459105605593
